sidoname,cityname,pm25value,pm10value,datetime,day,week
대전,대전,18.0,50.0,2022-02-26T17:00:00.000Z,2022-02-26T00:00:00.000Z,2022-02-21T00:00:00.000Z
대전,대전,34.0,109.0,2022-03-04T20:00:00.000Z,2022-03-04T00:00:00.000Z,2022-02-28T00:00:00.000Z
대전,대전,10.0,12.0,2022-03-19T15:00:00.000Z,2022-03-19T00:00:00.000Z,2022-03-14T00:00:00.000Z
대전,대전,42.0,53.0,2022-03-23T01:00:00.000Z,2022-03-23T00:00:00.000Z,2022-03-21T00:00:00.000Z
대전,대전,14.0,30.0,2022-03-27T08:00:00.000Z,2022-03-27T00:00:00.000Z,2022-03-21T00:00:00.000Z
대전,대전,34.0,67.0,2022-03-11T15:00:00.000Z,2022-03-11T00:00:00.000Z,2022-03-07T00:00:00.000Z
대전,대전,25.0,23.0,2022-03-20T05:00:00.000Z,2022-03-20T00:00:00.000Z,2022-03-14T00:00:00.000Z
대전,대전,17.0,53.0,2022-03-27T18:00:00.000Z,2022-03-27T00:00:00.000Z,2022-03-21T00:00:00.000Z
대전,대전,34.0,66.0,2022-03-11T23:00:00.000Z,2022-03-11T00:00:00.000Z,2022-03-07T00:00:00.000Z
대전,대전,5.0,9.0,2022-03-13T13:00:00.000Z,2022-03-13T00:00:00.000Z,2022-03-07T00:00:00.000Z
대전,대전,47.0,66.0,2022-03-25T01:00:00.000Z,2022-03-25T00:00:00.000Z,2022-03-21T00:00:00.000Z
대전,대전,1.0,3.0,2022-03-18T03:00:00.000Z,2022-03-18T00:00:00.000Z,2022-03-14T00:00:00.000Z
대전,대전,12.0,18.0,2022-03-20T13:00:00.000Z,2022-03-20T00:00:00.000Z,2022-03-14T00:00:00.000Z
대전,대전,22.0,32.0,2022-03-23T22:00:00.000Z,2022-03-23T00:00:00.000Z,2022-03-21T00:00:00.000Z
대전,대전,10.0,31.0,2022-03-07T17:00:00.000Z,2022-03-07T00:00:00.000Z,2022-03-07T00:00:00.000Z
대전,대전,18.0,46.0,2022-03-03T15:00:00.000Z,2022-03-03T00:00:00.000Z,2022-02-28T00:00:00.000Z
대전,대전,8.0,10.0,2022-03-19T12:00:00.000Z,2022-03-19T00:00:00.000Z,2022-03-14T00:00:00.000Z
대전,대전,46.0,67.0,2022-03-09T03:00:00.000Z,2022-03-09T00:00:00.000Z,2022-03-07T00:00:00.000Z
대전,대전,20.0,46.0,2022-03-07T12:00:00.000Z,2022-03-07T00:00:00.000Z,2022-03-07T00:00:00.000Z
대전,대전,34.0,68.0,2022-03-08T22:00:00.000Z,2022-03-08T00:00:00.000Z,2022-03-07T00:00:00.000Z
대전,대전,28.0,50.0,2022-03-08T13:00:00.000Z,2022-03-08T00:00:00.000Z,2022-03-07T00:00:00.000Z
대전,대전,3.0,4.0,2022-03-19T08:00:00.000Z,2022-03-19T00:00:00.000Z,2022-03-14T00:00:00.000Z
대전,대전,11.0,21.0,2022-03-21T13:00:00.000Z,2022-03-21T00:00:00.000Z,2022-03-21T00:00:00.000Z
대전,대전,5.0,9.0,2022-03-26T15:00:00.000Z,2022-03-26T00:00:00.000Z,2022-03-21T00:00:00.000Z
대전,대전,8.0,32.0,2022-02-27T17:00:00.000Z,2022-02-27T00:00:00.000Z,2022-02-21T00:00:00.000Z
대전,대전,32.0,64.0,2022-03-11T22:00:00.000Z,2022-03-11T00:00:00.000Z,2022-03-07T00:00:00.000Z
대전,대전,3.0,4.0,2022-03-19T09:00:00.000Z,2022-03-19T00:00:00.000Z,2022-03-14T00:00:00.000Z
대전,대전,21.0,47.0,2022-03-09T16:00:00.000Z,2022-03-09T00:00:00.000Z,2022-03-07T00:00:00.000Z
대전,대전,15.0,34.0,2022-03-07T07:00:00.000Z,2022-03-07T00:00:00.000Z,2022-03-07T00:00:00.000Z
대전,대전,55.0,70.0,2022-03-25T05:00:00.000Z,2022-03-25T00:00:00.000Z,2022-03-21T00:00:00.000Z
대전,대전,41.0,67.0,2022-03-25T18:00:00.000Z,2022-03-25T00:00:00.000Z,2022-03-21T00:00:00.000Z
대전,대전,42.0,61.0,2022-03-24T19:00:00.000Z,2022-03-24T00:00:00.000Z,2022-03-21T00:00:00.000Z
대전,대전,28.0,37.0,2022-03-22T16:00:00.000Z,2022-03-22T00:00:00.000Z,2022-03-21T00:00:00.000Z
대전,대전,45.0,59.0,2022-03-22T22:00:00.000Z,2022-03-22T00:00:00.000Z,2022-03-21T00:00:00.000Z
대전,대전,39.0,58.0,2022-03-24T11:00:00.000Z,2022-03-24T00:00:00.000Z,2022-03-21T00:00:00.000Z
대전,대전,38.0,58.0,2022-02-25T12:00:00.000Z,2022-02-25T00:00:00.000Z,2022-02-21T00:00:00.000Z
대전,대전,34.0,44.0,2022-03-24T09:00:00.000Z,2022-03-24T00:00:00.000Z,2022-03-21T00:00:00.000Z
대전,대전,2.0,3.0,2022-03-18T06:00:00.000Z,2022-03-18T00:00:00.000Z,2022-03-14T00:00:00.000Z
대전,대전,4.0,5.0,2022-03-18T23:00:00.000Z,2022-03-18T00:00:00.000Z,2022-03-14T00:00:00.000Z
대전,대전,22.0,27.0,2022-03-24T04:00:00.000Z,2022-03-24T00:00:00.000Z,2022-03-21T00:00:00.000Z
대전,대전,42.0,55.0,2022-03-25T14:00:00.000Z,2022-03-25T00:00:00.000Z,2022-03-21T00:00:00.000Z
대전,대전,17.0,27.0,2022-03-21T08:00:00.000Z,2022-03-21T00:00:00.000Z,2022-03-21T00:00:00.000Z
대전,대전,46.0,53.0,2022-03-23T05:00:00.000Z,2022-03-23T00:00:00.000Z,2022-03-21T00:00:00.000Z
대전,대전,4.0,5.0,2022-03-26T04:00:00.000Z,2022-03-26T00:00:00.000Z,2022-03-21T00:00:00.000Z
대전,대전,7.0,28.0,2022-02-28T17:00:00.000Z,2022-02-28T00:00:00.000Z,2022-02-28T00:00:00.000Z
대전,대전,12.0,29.0,2022-03-03T01:00:00.000Z,2022-03-03T00:00:00.000Z,2022-02-28T00:00:00.000Z
대전,대전,20.0,55.0,2022-03-08T16:00:00.000Z,2022-03-08T00:00:00.000Z,2022-03-07T00:00:00.000Z
대전,대전,8.0,10.0,2022-03-26T02:00:00.000Z,2022-03-26T00:00:00.000Z,2022-03-21T00:00:00.000Z
대전,대전,15.0,33.0,2022-03-12T21:00:00.000Z,2022-03-12T00:00:00.000Z,2022-03-07T00:00:00.000Z
대전,대전,24.0,33.0,2022-03-15T12:00:00.000Z,2022-03-15T00:00:00.000Z,2022-03-14T00:00:00.000Z
대전,대전,42.0,53.0,2022-03-23T02:00:00.000Z,2022-03-23T00:00:00.000Z,2022-03-21T00:00:00.000Z
대전,대전,26.0,49.0,2022-03-03T13:00:00.000Z,2022-03-03T00:00:00.000Z,2022-02-28T00:00:00.000Z
대전,대전,53.0,98.0,2022-03-04T11:00:00.000Z,2022-03-04T00:00:00.000Z,2022-02-28T00:00:00.000Z
대전,대전,31.0,59.0,2022-03-08T11:00:00.000Z,2022-03-08T00:00:00.000Z,2022-03-07T00:00:00.000Z
대전,대전,24.0,45.0,2022-03-17T15:00:00.000Z,2022-03-17T00:00:00.000Z,2022-03-14T00:00:00.000Z
대전,대전,17.0,30.0,2022-03-03T02:00:00.000Z,2022-03-03T00:00:00.000Z,2022-02-28T00:00:00.000Z
대전,대전,22.0,32.0,2022-03-03T04:00:00.000Z,2022-03-03T00:00:00.000Z,2022-02-28T00:00:00.000Z
대전,대전,5.0,6.0,2022-03-26T08:00:00.000Z,2022-03-26T00:00:00.000Z,2022-03-21T00:00:00.000Z
대전,대전,12.0,26.0,2022-03-27T01:00:00.000Z,2022-03-27T00:00:00.000Z,2022-03-21T00:00:00.000Z
대전,대전,3.0,6.0,2022-03-13T12:00:00.000Z,2022-03-13T00:00:00.000Z,2022-03-07T00:00:00.000Z
대전,대전,35.0,45.0,2022-03-22T11:00:00.000Z,2022-03-22T00:00:00.000Z,2022-03-21T00:00:00.000Z
대전,대전,13.0,31.0,2022-03-27T05:00:00.000Z,2022-03-27T00:00:00.000Z,2022-03-21T00:00:00.000Z
대전,대전,10.0,31.0,2022-03-06T22:00:00.000Z,2022-03-06T00:00:00.000Z,2022-02-28T00:00:00.000Z
대전,대전,49.0,68.0,2022-03-24T23:00:00.000Z,2022-03-24T00:00:00.000Z,2022-03-21T00:00:00.000Z
대전,대전,9.0,12.0,2022-03-13T23:00:00.000Z,2022-03-13T00:00:00.000Z,2022-03-07T00:00:00.000Z
대전,대전,2.0,4.0,2022-03-18T22:00:00.000Z,2022-03-18T00:00:00.000Z,2022-03-14T00:00:00.000Z
대전,대전,35.0,45.0,2022-03-22T20:00:00.000Z,2022-03-22T00:00:00.000Z,2022-03-21T00:00:00.000Z
대전,대전,7.0,10.0,2022-03-26T01:00:00.000Z,2022-03-26T00:00:00.000Z,2022-03-21T00:00:00.000Z
대전,대전,19.0,46.0,2022-03-03T14:00:00.000Z,2022-03-03T00:00:00.000Z,2022-02-28T00:00:00.000Z
대전,대전,13.0,30.0,2022-03-02T19:00:00.000Z,2022-03-02T00:00:00.000Z,2022-02-28T00:00:00.000Z
대전,대전,14.0,22.0,2022-03-14T15:00:00.000Z,2022-03-14T00:00:00.000Z,2022-03-14T00:00:00.000Z
대전,대전,36.0,57.0,2022-03-04T06:00:00.000Z,2022-03-04T00:00:00.000Z,2022-02-28T00:00:00.000Z
대전,대전,11.0,23.0,2022-03-21T17:00:00.000Z,2022-03-21T00:00:00.000Z,2022-03-21T00:00:00.000Z
대전,대전,4.0,9.0,2022-03-18T17:00:00.000Z,2022-03-18T00:00:00.000Z,2022-03-14T00:00:00.000Z
대전,대전,15.0,33.0,2022-03-27T03:00:00.000Z,2022-03-27T00:00:00.000Z,2022-03-21T00:00:00.000Z
대전,대전,10.0,25.0,2022-03-02T14:00:00.000Z,2022-03-02T00:00:00.000Z,2022-02-28T00:00:00.000Z
대전,대전,8.0,29.0,2022-03-06T18:00:00.000Z,2022-03-06T00:00:00.000Z,2022-02-28T00:00:00.000Z
대전,대전,42.0,82.0,2022-03-11T12:00:00.000Z,2022-03-11T00:00:00.000Z,2022-03-07T00:00:00.000Z
대전,대전,58.0,86.0,2022-03-17T08:00:00.000Z,2022-03-17T00:00:00.000Z,2022-03-14T00:00:00.000Z
대전,대전,22.0,29.0,2022-03-24T03:00:00.000Z,2022-03-24T00:00:00.000Z,2022-03-21T00:00:00.000Z
대전,대전,22.0,37.0,2022-03-13T01:00:00.000Z,2022-03-13T00:00:00.000Z,2022-03-07T00:00:00.000Z
대전,대전,25.0,41.0,2022-03-22T08:00:00.000Z,2022-03-22T00:00:00.000Z,2022-03-21T00:00:00.000Z
대전,대전,4.0,5.0,2022-03-26T07:00:00.000Z,2022-03-26T00:00:00.000Z,2022-03-21T00:00:00.000Z
대전,대전,10.0,14.0,2022-03-13T20:00:00.000Z,2022-03-13T00:00:00.000Z,2022-03-07T00:00:00.000Z
대전,대전,13.0,47.0,2022-03-10T17:00:00.000Z,2022-03-10T00:00:00.000Z,2022-03-07T00:00:00.000Z
대전,대전,3.0,4.0,2022-03-13T16:00:00.000Z,2022-03-13T00:00:00.000Z,2022-03-07T00:00:00.000Z
대전,대전,26.0,55.0,2022-03-03T21:00:00.000Z,2022-03-03T00:00:00.000Z,2022-02-28T00:00:00.000Z
대전,대전,11.0,24.0,2022-03-13T05:00:00.000Z,2022-03-13T00:00:00.000Z,2022-03-07T00:00:00.000Z
대전,대전,22.0,45.0,2022-03-09T17:00:00.000Z,2022-03-09T00:00:00.000Z,2022-03-07T00:00:00.000Z
대전,대전,3.0,4.0,2022-03-17T20:00:00.000Z,2022-03-17T00:00:00.000Z,2022-03-14T00:00:00.000Z
대전,대전,24.0,54.0,2022-03-11T17:00:00.000Z,2022-03-11T00:00:00.000Z,2022-03-07T00:00:00.000Z
대전,대전,18.0,25.0,2022-03-21T07:00:00.000Z,2022-03-21T00:00:00.000Z,2022-03-21T00:00:00.000Z
대전,대전,58.0,71.0,2022-03-25T08:00:00.000Z,2022-03-25T00:00:00.000Z,2022-03-21T00:00:00.000Z
대전,대전,12.0,24.0,2022-03-26T23:00:00.000Z,2022-03-26T00:00:00.000Z,2022-03-21T00:00:00.000Z
대전,대전,5.0,29.0,2022-03-06T16:00:00.000Z,2022-03-06T00:00:00.000Z,2022-02-28T00:00:00.000Z
대전,대전,40.0,84.0,2022-03-08T23:00:00.000Z,2022-03-08T00:00:00.000Z,2022-03-07T00:00:00.000Z
대전,대전,65.0,83.0,2022-03-23T11:00:00.000Z,2022-03-23T00:00:00.000Z,2022-03-21T00:00:00.000Z
대전,대전,28.0,45.0,2022-03-08T02:00:00.000Z,2022-03-08T00:00:00.000Z,2022-03-07T00:00:00.000Z
대전,대전,2.0,4.0,2022-03-19T06:00:00.000Z,2022-03-19T00:00:00.000Z,2022-03-14T00:00:00.000Z
대전,대전,14.0,19.0,2022-03-19T16:00:00.000Z,2022-03-19T00:00:00.000Z,2022-03-14T00:00:00.000Z
대전,대전,22.0,35.0,2022-03-21T21:00:00.000Z,2022-03-21T00:00:00.000Z,2022-03-21T00:00:00.000Z
대전,대전,64.0,101.0,2022-03-17T02:00:00.000Z,2022-03-17T00:00:00.000Z,2022-03-14T00:00:00.000Z
대전,대전,55.0,78.0,2022-03-17T11:00:00.000Z,2022-03-17T00:00:00.000Z,2022-03-14T00:00:00.000Z
대전,대전,38.0,48.0,2022-03-22T21:00:00.000Z,2022-03-22T00:00:00.000Z,2022-03-21T00:00:00.000Z
대전,대전,14.0,31.0,2022-03-27T06:00:00.000Z,2022-03-27T00:00:00.000Z,2022-03-21T00:00:00.000Z
대전,대전,33.0,58.0,2022-03-08T10:00:00.000Z,2022-03-08T00:00:00.000Z,2022-03-07T00:00:00.000Z
대전,대전,10.0,16.0,2022-03-20T16:00:00.000Z,2022-03-20T00:00:00.000Z,2022-03-14T00:00:00.000Z
대전,대전,20.0,25.0,2022-03-20T11:00:00.000Z,2022-03-20T00:00:00.000Z,2022-03-14T00:00:00.000Z
대전,대전,66.0,92.0,2022-03-09T11:00:00.000Z,2022-03-09T00:00:00.000Z,2022-03-07T00:00:00.000Z
대전,대전,10.0,15.0,2022-03-19T21:00:00.000Z,2022-03-19T00:00:00.000Z,2022-03-14T00:00:00.000Z
대전,대전,7.0,14.0,2022-03-27T22:00:00.000Z,2022-03-27T00:00:00.000Z,2022-03-21T00:00:00.000Z
대전,대전,16.0,26.0,2022-03-14T03:00:00.000Z,2022-03-14T00:00:00.000Z,2022-03-14T00:00:00.000Z
대전,대전,31.0,56.0,2022-03-17T13:00:00.000Z,2022-03-17T00:00:00.000Z,2022-03-14T00:00:00.000Z
대전,대전,36.0,53.0,2022-03-10T03:00:00.000Z,2022-03-10T00:00:00.000Z,2022-03-07T00:00:00.000Z
대전,대전,24.0,29.0,2022-03-20T10:00:00.000Z,2022-03-20T00:00:00.000Z,2022-03-14T00:00:00.000Z
대전,대전,20.0,29.0,2022-03-21T23:00:00.000Z,2022-03-21T00:00:00.000Z,2022-03-21T00:00:00.000Z
대전,대전,45.0,53.0,2022-03-23T03:00:00.000Z,2022-03-23T00:00:00.000Z,2022-03-21T00:00:00.000Z
대전,대전,20.0,36.0,2022-03-23T17:00:00.000Z,2022-03-23T00:00:00.000Z,2022-03-21T00:00:00.000Z
대전,대전,43.0,74.0,2022-03-10T10:00:00.000Z,2022-03-10T00:00:00.000Z,2022-03-07T00:00:00.000Z
대전,대전,39.0,65.0,2022-03-09T14:00:00.000Z,2022-03-09T00:00:00.000Z,2022-03-07T00:00:00.000Z
대전,대전,20.0,30.0,2022-03-20T20:00:00.000Z,2022-03-20T00:00:00.000Z,2022-03-14T00:00:00.000Z
대전,대전,61.0,135.0,2022-03-16T22:00:00.000Z,2022-03-16T00:00:00.000Z,2022-03-14T00:00:00.000Z
대전,대전,57.0,86.0,2022-03-17T10:00:00.000Z,2022-03-17T00:00:00.000Z,2022-03-14T00:00:00.000Z
대전,대전,5.0,16.0,2022-03-27T21:00:00.000Z,2022-03-27T00:00:00.000Z,2022-03-21T00:00:00.000Z
대전,대전,11.0,22.0,2022-03-28T06:00:00.000Z,2022-03-28T00:00:00.000Z,2022-03-28T00:00:00.000Z
대전,대전,26.0,43.0,2022-03-08T07:00:00.000Z,2022-03-08T00:00:00.000Z,2022-03-07T00:00:00.000Z
대전,대전,38.0,132.0,2022-03-04T19:00:00.000Z,2022-03-04T00:00:00.000Z,2022-02-28T00:00:00.000Z
대전,대전,4.0,10.0,2022-03-26T09:00:00.000Z,2022-03-26T00:00:00.000Z,2022-03-21T00:00:00.000Z
대전,대전,12.0,30.0,2022-03-06T20:00:00.000Z,2022-03-06T00:00:00.000Z,2022-02-28T00:00:00.000Z
대전,대전,10.0,32.0,2022-03-12T19:00:00.000Z,2022-03-12T00:00:00.000Z,2022-03-07T00:00:00.000Z
대전,대전,2.0,3.0,2022-03-18T04:00:00.000Z,2022-03-18T00:00:00.000Z,2022-03-14T00:00:00.000Z
대전,대전,27.0,29.0,2022-03-20T08:00:00.000Z,2022-03-20T00:00:00.000Z,2022-03-14T00:00:00.000Z
대전,대전,16.0,25.0,2022-03-25T23:00:00.000Z,2022-03-25T00:00:00.000Z,2022-03-21T00:00:00.000Z
대전,대전,20.0,30.0,2022-03-21T22:00:00.000Z,2022-03-21T00:00:00.000Z,2022-03-21T00:00:00.000Z
대전,대전,19.0,26.0,2022-03-27T09:00:00.000Z,2022-03-27T00:00:00.000Z,2022-03-21T00:00:00.000Z
대전,대전,45.0,115.0,2022-03-04T13:00:00.000Z,2022-03-04T00:00:00.000Z,2022-02-28T00:00:00.000Z
대전,대전,55.0,77.0,2022-03-09T09:00:00.000Z,2022-03-09T00:00:00.000Z,2022-03-07T00:00:00.000Z
대전,대전,13.0,36.0,2022-03-12T17:00:00.000Z,2022-03-12T00:00:00.000Z,2022-03-07T00:00:00.000Z
대전,대전,17.0,27.0,2022-03-21T01:00:00.000Z,2022-03-21T00:00:00.000Z,2022-03-21T00:00:00.000Z
대전,대전,2.0,3.0,2022-03-26T12:00:00.000Z,2022-03-26T00:00:00.000Z,2022-03-21T00:00:00.000Z
대전,대전,39.0,60.0,2022-03-09T22:00:00.000Z,2022-03-09T00:00:00.000Z,2022-03-07T00:00:00.000Z
대전,대전,46.0,70.0,2022-03-09T02:00:00.000Z,2022-03-09T00:00:00.000Z,2022-03-07T00:00:00.000Z
대전,대전,54.0,66.0,2022-03-25T03:00:00.000Z,2022-03-25T00:00:00.000Z,2022-03-21T00:00:00.000Z
대전,대전,58.0,89.0,2022-03-17T05:00:00.000Z,2022-03-17T00:00:00.000Z,2022-03-14T00:00:00.000Z
대전,대전,23.0,31.0,2022-03-22T04:00:00.000Z,2022-03-22T00:00:00.000Z,2022-03-21T00:00:00.000Z
대전,대전,28.0,34.0,2022-03-23T14:00:00.000Z,2022-03-23T00:00:00.000Z,2022-03-21T00:00:00.000Z
대전,대전,11.0,29.0,2022-03-06T21:00:00.000Z,2022-03-06T00:00:00.000Z,2022-02-28T00:00:00.000Z
대전,대전,65.0,90.0,2022-03-09T10:00:00.000Z,2022-03-09T00:00:00.000Z,2022-03-07T00:00:00.000Z
대전,대전,26.0,41.0,2022-03-08T04:00:00.000Z,2022-03-08T00:00:00.000Z,2022-03-07T00:00:00.000Z
대전,대전,35.0,71.0,2022-03-04T08:00:00.000Z,2022-03-04T00:00:00.000Z,2022-02-28T00:00:00.000Z
대전,대전,55.0,108.0,2022-03-04T12:00:00.000Z,2022-03-04T00:00:00.000Z,2022-02-28T00:00:00.000Z
대전,대전,27.0,47.0,2022-03-10T13:00:00.000Z,2022-03-10T00:00:00.000Z,2022-03-07T00:00:00.000Z
대전,대전,17.0,29.0,2022-03-21T02:00:00.000Z,2022-03-21T00:00:00.000Z,2022-03-21T00:00:00.000Z
대전,대전,48.0,53.0,2022-03-23T07:00:00.000Z,2022-03-23T00:00:00.000Z,2022-03-21T00:00:00.000Z
대전,대전,4.0,10.0,2022-03-26T14:00:00.000Z,2022-03-26T00:00:00.000Z,2022-03-21T00:00:00.000Z
대전,대전,3.0,9.0,2022-03-18T15:00:00.000Z,2022-03-18T00:00:00.000Z,2022-03-14T00:00:00.000Z
대전,대전,6.0,29.0,2022-03-06T17:00:00.000Z,2022-03-06T00:00:00.000Z,2022-02-28T00:00:00.000Z
대전,대전,37.0,46.0,2022-03-22T13:00:00.000Z,2022-03-22T00:00:00.000Z,2022-03-21T00:00:00.000Z
대전,대전,34.0,56.0,2022-03-10T05:00:00.000Z,2022-03-10T00:00:00.000Z,2022-03-07T00:00:00.000Z
대전,대전,46.0,140.0,2022-03-16T18:00:00.000Z,2022-03-16T00:00:00.000Z,2022-03-14T00:00:00.000Z
대전,대전,6.0,10.0,2022-03-19T13:00:00.000Z,2022-03-19T00:00:00.000Z,2022-03-14T00:00:00.000Z
대전,대전,31.0,42.0,2022-03-22T18:00:00.000Z,2022-03-22T00:00:00.000Z,2022-03-21T00:00:00.000Z
대전,대전,49.0,59.0,2022-03-23T08:00:00.000Z,2022-03-23T00:00:00.000Z,2022-03-21T00:00:00.000Z
대전,대전,45.0,68.0,2022-03-24T18:00:00.000Z,2022-03-24T00:00:00.000Z,2022-03-21T00:00:00.000Z
대전,대전,15.0,26.0,2022-03-23T20:00:00.000Z,2022-03-23T00:00:00.000Z,2022-03-21T00:00:00.000Z
대전,대전,2.0,6.0,2022-03-13T11:00:00.000Z,2022-03-13T00:00:00.000Z,2022-03-07T00:00:00.000Z
대전,대전,21.0,32.0,2022-03-03T03:00:00.000Z,2022-03-03T00:00:00.000Z,2022-02-28T00:00:00.000Z
대전,대전,41.0,136.0,2022-03-04T14:00:00.000Z,2022-03-04T00:00:00.000Z,2022-02-28T00:00:00.000Z
대전,대전,17.0,25.0,2022-03-17T16:00:00.000Z,2022-03-17T00:00:00.000Z,2022-03-14T00:00:00.000Z
대전,대전,32.0,61.0,2022-03-03T22:00:00.000Z,2022-03-03T00:00:00.000Z,2022-02-28T00:00:00.000Z
대전,대전,43.0,73.0,2022-03-09T01:00:00.000Z,2022-03-09T00:00:00.000Z,2022-03-07T00:00:00.000Z
대전,대전,13.0,38.0,2022-03-07T18:00:00.000Z,2022-03-07T00:00:00.000Z,2022-03-07T00:00:00.000Z
대전,대전,13.0,27.0,2022-03-13T03:00:00.000Z,2022-03-13T00:00:00.000Z,2022-03-07T00:00:00.000Z
대전,대전,25.0,52.0,2022-03-17T14:00:00.000Z,2022-03-17T00:00:00.000Z,2022-03-14T00:00:00.000Z
대전,대전,17.0,40.0,2022-03-07T20:00:00.000Z,2022-03-07T00:00:00.000Z,2022-03-07T00:00:00.000Z
대전,대전,19.0,40.0,2022-03-10T14:00:00.000Z,2022-03-10T00:00:00.000Z,2022-03-07T00:00:00.000Z
대전,대전,29.0,50.0,2022-03-08T09:00:00.000Z,2022-03-08T00:00:00.000Z,2022-03-07T00:00:00.000Z
대전,대전,16.0,31.0,2022-03-13T02:00:00.000Z,2022-03-13T00:00:00.000Z,2022-03-07T00:00:00.000Z
대전,대전,38.0,60.0,2022-03-24T10:00:00.000Z,2022-03-24T00:00:00.000Z,2022-03-21T00:00:00.000Z
대전,대전,27.0,59.0,2022-03-11T20:00:00.000Z,2022-03-11T00:00:00.000Z,2022-03-07T00:00:00.000Z
대전,대전,15.0,29.0,2022-03-07T03:00:00.000Z,2022-03-07T00:00:00.000Z,2022-03-07T00:00:00.000Z
대전,대전,11.0,13.0,2022-03-13T09:00:00.000Z,2022-03-13T00:00:00.000Z,2022-03-07T00:00:00.000Z
대전,대전,16.0,34.0,2022-03-07T14:00:00.000Z,2022-03-07T00:00:00.000Z,2022-03-07T00:00:00.000Z
대전,대전,10.0,16.0,2022-03-20T15:00:00.000Z,2022-03-20T00:00:00.000Z,2022-03-14T00:00:00.000Z
대전,대전,18.0,39.0,2022-03-23T15:00:00.000Z,2022-03-23T00:00:00.000Z,2022-03-21T00:00:00.000Z
대전,대전,29.0,39.0,2022-03-24T08:00:00.000Z,2022-03-24T00:00:00.000Z,2022-03-21T00:00:00.000Z
대전,대전,55.0,66.0,2022-03-25T07:00:00.000Z,2022-03-25T00:00:00.000Z,2022-03-21T00:00:00.000Z
대전,대전,14.0,34.0,2022-03-02T20:00:00.000Z,2022-03-02T00:00:00.000Z,2022-02-28T00:00:00.000Z
대전,대전,8.0,6.0,2022-03-14T16:00:00.000Z,2022-03-14T00:00:00.000Z,2022-03-14T00:00:00.000Z
대전,대전,9.0,11.0,2022-03-19T14:00:00.000Z,2022-03-19T00:00:00.000Z,2022-03-14T00:00:00.000Z
대전,대전,10.0,25.0,2022-03-02T18:00:00.000Z,2022-03-02T00:00:00.000Z,2022-02-28T00:00:00.000Z
대전,대전,18.0,49.0,2022-03-10T19:00:00.000Z,2022-03-10T00:00:00.000Z,2022-03-07T00:00:00.000Z
대전,대전,41.0,71.0,2022-03-11T14:00:00.000Z,2022-03-11T00:00:00.000Z,2022-03-07T00:00:00.000Z
대전,대전,25.0,56.0,2022-03-11T16:00:00.000Z,2022-03-11T00:00:00.000Z,2022-03-07T00:00:00.000Z
대전,대전,10.0,22.0,2022-03-02T16:00:00.000Z,2022-03-02T00:00:00.000Z,2022-02-28T00:00:00.000Z
대전,대전,2.0,3.0,2022-03-18T05:00:00.000Z,2022-03-18T00:00:00.000Z,2022-03-14T00:00:00.000Z
대전,대전,28.0,39.0,2022-03-21T10:00:00.000Z,2022-03-21T00:00:00.000Z,2022-03-21T00:00:00.000Z
대전,대전,13.0,30.0,2022-03-27T07:00:00.000Z,2022-03-27T00:00:00.000Z,2022-03-21T00:00:00.000Z
대전,대전,17.0,42.0,2022-03-07T08:00:00.000Z,2022-03-07T00:00:00.000Z,2022-03-07T00:00:00.000Z
대전,대전,9.0,21.0,2022-03-13T07:00:00.000Z,2022-03-13T00:00:00.000Z,2022-03-07T00:00:00.000Z
대전,대전,18.0,28.0,2022-03-23T21:00:00.000Z,2022-03-23T00:00:00.000Z,2022-03-21T00:00:00.000Z
대전,대전,18.0,36.0,2022-03-12T23:00:00.000Z,2022-03-12T00:00:00.000Z,2022-03-07T00:00:00.000Z
대전,대전,59.0,88.0,2022-03-17T06:00:00.000Z,2022-03-17T00:00:00.000Z,2022-03-14T00:00:00.000Z
대전,대전,41.0,74.0,2022-03-04T09:00:00.000Z,2022-03-04T00:00:00.000Z,2022-02-28T00:00:00.000Z
대전,대전,39.0,138.0,2022-03-04T17:00:00.000Z,2022-03-04T00:00:00.000Z,2022-02-28T00:00:00.000Z
대전,대전,39.0,72.0,2022-03-08T21:00:00.000Z,2022-03-08T00:00:00.000Z,2022-03-07T00:00:00.000Z
대전,대전,12.0,27.0,2022-03-02T23:00:00.000Z,2022-03-02T00:00:00.000Z,2022-02-28T00:00:00.000Z
대전,대전,5.0,5.0,2022-03-26T05:00:00.000Z,2022-03-26T00:00:00.000Z,2022-03-21T00:00:00.000Z
대전,대전,15.0,34.0,2022-03-27T04:00:00.000Z,2022-03-27T00:00:00.000Z,2022-03-21T00:00:00.000Z
대전,대전,18.0,31.0,2022-03-14T06:00:00.000Z,2022-03-14T00:00:00.000Z,2022-03-14T00:00:00.000Z
대전,대전,2.0,4.0,2022-03-18T10:00:00.000Z,2022-03-18T00:00:00.000Z,2022-03-14T00:00:00.000Z
대전,대전,7.0,13.0,2022-03-13T08:00:00.000Z,2022-03-13T00:00:00.000Z,2022-03-07T00:00:00.000Z
대전,대전,21.0,24.0,2022-03-20T04:00:00.000Z,2022-03-20T00:00:00.000Z,2022-03-14T00:00:00.000Z
대전,대전,13.0,31.0,2022-03-02T21:00:00.000Z,2022-03-02T00:00:00.000Z,2022-02-28T00:00:00.000Z
