sidoname,cityname,pm25value,pm10value,datetime,day,week
광주,광주,19.0,36.0,2022-03-26T23:00:00.000Z,2022-03-26T00:00:00.000Z,2022-03-21T00:00:00.000Z
광주,광주,5.0,10.0,2022-03-18T18:00:00.000Z,2022-03-18T00:00:00.000Z,2022-03-14T00:00:00.000Z
광주,광주,4.0,4.0,2022-03-18T05:00:00.000Z,2022-03-18T00:00:00.000Z,2022-03-14T00:00:00.000Z
광주,광주,23.0,28.0,2022-03-19T23:00:00.000Z,2022-03-19T00:00:00.000Z,2022-03-14T00:00:00.000Z
광주,광주,21.0,31.0,2022-03-22T12:00:00.000Z,2022-03-22T00:00:00.000Z,2022-03-21T00:00:00.000Z
광주,광주,28.0,40.0,2022-03-17T21:00:00.000Z,2022-03-17T00:00:00.000Z,2022-03-14T00:00:00.000Z
광주,광주,37.0,50.0,2022-03-22T23:00:00.000Z,2022-03-22T00:00:00.000Z,2022-03-21T00:00:00.000Z
광주,광주,12.0,26.0,2022-03-27T21:00:00.000Z,2022-03-27T00:00:00.000Z,2022-03-21T00:00:00.000Z
광주,광주,10.0,14.0,2022-03-14T08:00:00.000Z,2022-03-14T00:00:00.000Z,2022-03-14T00:00:00.000Z
광주,광주,3.0,5.0,2022-03-18T04:00:00.000Z,2022-03-18T00:00:00.000Z,2022-03-14T00:00:00.000Z
광주,광주,17.0,23.0,2022-03-03T05:00:00.000Z,2022-03-03T00:00:00.000Z,2022-02-28T00:00:00.000Z
광주,광주,31.0,45.0,2022-03-10T08:00:00.000Z,2022-03-10T00:00:00.000Z,2022-03-07T00:00:00.000Z
광주,광주,13.0,26.0,2022-03-21T18:00:00.000Z,2022-03-21T00:00:00.000Z,2022-03-21T00:00:00.000Z
광주,광주,13.0,24.0,2022-03-13T07:00:00.000Z,2022-03-13T00:00:00.000Z,2022-03-07T00:00:00.000Z
광주,광주,9.0,25.0,2022-03-02T18:00:00.000Z,2022-03-02T00:00:00.000Z,2022-02-28T00:00:00.000Z
광주,광주,29.0,43.0,2022-03-10T02:00:00.000Z,2022-03-10T00:00:00.000Z,2022-03-07T00:00:00.000Z
광주,광주,13.0,24.0,2022-03-13T08:00:00.000Z,2022-03-13T00:00:00.000Z,2022-03-07T00:00:00.000Z
광주,광주,21.0,26.0,2022-03-20T07:00:00.000Z,2022-03-20T00:00:00.000Z,2022-03-14T00:00:00.000Z
광주,광주,13.0,22.0,2022-03-23T18:00:00.000Z,2022-03-23T00:00:00.000Z,2022-03-21T00:00:00.000Z
광주,광주,15.0,23.0,2022-03-08T06:00:00.000Z,2022-03-08T00:00:00.000Z,2022-03-07T00:00:00.000Z
광주,광주,25.0,41.0,2022-03-16T23:00:00.000Z,2022-03-16T00:00:00.000Z,2022-03-14T00:00:00.000Z
광주,광주,11.0,21.0,2022-03-26T19:00:00.000Z,2022-03-26T00:00:00.000Z,2022-03-21T00:00:00.000Z
광주,광주,26.0,50.0,2022-02-26T15:00:00.000Z,2022-02-26T00:00:00.000Z,2022-02-21T00:00:00.000Z
광주,광주,35.0,68.0,2022-03-11T11:00:00.000Z,2022-03-11T00:00:00.000Z,2022-03-07T00:00:00.000Z
광주,광주,19.0,41.0,2022-03-16T21:00:00.000Z,2022-03-16T00:00:00.000Z,2022-03-14T00:00:00.000Z
광주,광주,24.0,30.0,2022-03-24T05:00:00.000Z,2022-03-24T00:00:00.000Z,2022-03-21T00:00:00.000Z
광주,광주,30.0,43.0,2022-03-24T09:00:00.000Z,2022-03-24T00:00:00.000Z,2022-03-21T00:00:00.000Z
광주,광주,61.0,88.0,2022-03-04T04:00:00.000Z,2022-03-04T00:00:00.000Z,2022-02-28T00:00:00.000Z
광주,광주,23.0,26.0,2022-03-20T06:00:00.000Z,2022-03-20T00:00:00.000Z,2022-03-14T00:00:00.000Z
광주,광주,39.0,55.0,2022-03-25T07:00:00.000Z,2022-03-25T00:00:00.000Z,2022-03-21T00:00:00.000Z
광주,광주,32.0,49.0,2022-03-24T23:00:00.000Z,2022-03-24T00:00:00.000Z,2022-03-21T00:00:00.000Z
광주,광주,22.0,43.0,2022-03-25T19:00:00.000Z,2022-03-25T00:00:00.000Z,2022-03-21T00:00:00.000Z
광주,광주,12.0,27.0,2022-03-28T09:00:00.000Z,2022-03-28T00:00:00.000Z,2022-03-28T00:00:00.000Z
광주,광주,12.0,22.0,2022-03-07T23:00:00.000Z,2022-03-07T00:00:00.000Z,2022-03-07T00:00:00.000Z
광주,광주,29.0,61.0,2022-03-08T16:00:00.000Z,2022-03-08T00:00:00.000Z,2022-03-07T00:00:00.000Z
광주,광주,20.0,40.0,2022-03-27T02:00:00.000Z,2022-03-27T00:00:00.000Z,2022-03-21T00:00:00.000Z
광주,광주,12.0,20.0,2022-03-25T22:00:00.000Z,2022-03-25T00:00:00.000Z,2022-03-21T00:00:00.000Z
광주,광주,4.0,4.0,2022-03-26T07:00:00.000Z,2022-03-26T00:00:00.000Z,2022-03-21T00:00:00.000Z
광주,광주,24.0,51.0,2022-03-11T13:00:00.000Z,2022-03-11T00:00:00.000Z,2022-03-07T00:00:00.000Z
광주,광주,47.0,63.0,2022-03-23T10:00:00.000Z,2022-03-23T00:00:00.000Z,2022-03-21T00:00:00.000Z
광주,광주,20.0,45.0,2022-03-11T22:00:00.000Z,2022-03-11T00:00:00.000Z,2022-03-07T00:00:00.000Z
광주,광주,38.0,64.0,2022-03-17T08:00:00.000Z,2022-03-17T00:00:00.000Z,2022-03-14T00:00:00.000Z
광주,광주,6.0,7.0,2022-03-19T09:00:00.000Z,2022-03-19T00:00:00.000Z,2022-03-14T00:00:00.000Z
광주,광주,11.0,21.0,2022-03-26T18:00:00.000Z,2022-03-26T00:00:00.000Z,2022-03-21T00:00:00.000Z
광주,광주,11.0,20.0,2022-03-21T15:00:00.000Z,2022-03-21T00:00:00.000Z,2022-03-21T00:00:00.000Z
광주,광주,24.0,51.0,2022-03-08T12:00:00.000Z,2022-03-08T00:00:00.000Z,2022-03-07T00:00:00.000Z
광주,광주,16.0,43.0,2022-03-07T12:00:00.000Z,2022-03-07T00:00:00.000Z,2022-03-07T00:00:00.000Z
광주,광주,10.0,30.0,2022-03-12T19:00:00.000Z,2022-03-12T00:00:00.000Z,2022-03-07T00:00:00.000Z
광주,광주,15.0,20.0,2022-03-20T12:00:00.000Z,2022-03-20T00:00:00.000Z,2022-03-14T00:00:00.000Z
광주,광주,33.0,49.0,2022-03-24T17:00:00.000Z,2022-03-24T00:00:00.000Z,2022-03-21T00:00:00.000Z
광주,광주,14.0,29.0,2022-03-02T23:00:00.000Z,2022-03-02T00:00:00.000Z,2022-02-28T00:00:00.000Z
광주,광주,28.0,74.0,2022-03-04T19:00:00.000Z,2022-03-04T00:00:00.000Z,2022-02-28T00:00:00.000Z
광주,광주,29.0,44.0,2022-03-17T01:00:00.000Z,2022-03-17T00:00:00.000Z,2022-03-14T00:00:00.000Z
광주,광주,17.0,36.0,2022-03-27T04:00:00.000Z,2022-03-27T00:00:00.000Z,2022-03-21T00:00:00.000Z
광주,광주,8.0,11.0,2022-03-14T06:00:00.000Z,2022-03-14T00:00:00.000Z,2022-03-14T00:00:00.000Z
광주,광주,25.0,30.0,2022-03-20T01:00:00.000Z,2022-03-20T00:00:00.000Z,2022-03-14T00:00:00.000Z
광주,광주,36.0,57.0,2022-03-24T21:00:00.000Z,2022-03-24T00:00:00.000Z,2022-03-21T00:00:00.000Z
광주,광주,10.0,18.0,2022-03-28T06:00:00.000Z,2022-03-28T00:00:00.000Z,2022-03-28T00:00:00.000Z
광주,광주,6.0,11.0,2022-03-14T15:00:00.000Z,2022-03-14T00:00:00.000Z,2022-03-14T00:00:00.000Z
광주,광주,39.0,57.0,2022-03-25T08:00:00.000Z,2022-03-25T00:00:00.000Z,2022-03-21T00:00:00.000Z
광주,광주,26.0,44.0,2022-03-25T15:00:00.000Z,2022-03-25T00:00:00.000Z,2022-03-21T00:00:00.000Z
광주,광주,15.0,23.0,2022-03-03T02:00:00.000Z,2022-03-03T00:00:00.000Z,2022-02-28T00:00:00.000Z
광주,광주,14.0,26.0,2022-03-21T11:00:00.000Z,2022-03-21T00:00:00.000Z,2022-03-21T00:00:00.000Z
광주,광주,62.0,90.0,2022-03-04T05:00:00.000Z,2022-03-04T00:00:00.000Z,2022-02-28T00:00:00.000Z
광주,광주,9.0,22.0,2022-03-07T05:00:00.000Z,2022-03-07T00:00:00.000Z,2022-03-07T00:00:00.000Z
광주,광주,30.0,51.0,2022-03-10T13:00:00.000Z,2022-03-10T00:00:00.000Z,2022-03-07T00:00:00.000Z
광주,광주,14.0,29.0,2022-03-12T20:00:00.000Z,2022-03-12T00:00:00.000Z,2022-03-07T00:00:00.000Z
광주,광주,25.0,35.0,2022-03-17T22:00:00.000Z,2022-03-17T00:00:00.000Z,2022-03-14T00:00:00.000Z
광주,광주,4.0,12.0,2022-03-18T17:00:00.000Z,2022-03-18T00:00:00.000Z,2022-03-14T00:00:00.000Z
광주,광주,22.0,44.0,2022-03-10T18:00:00.000Z,2022-03-10T00:00:00.000Z,2022-03-07T00:00:00.000Z
광주,광주,20.0,29.0,2022-03-23T19:00:00.000Z,2022-03-23T00:00:00.000Z,2022-03-21T00:00:00.000Z
광주,광주,9.0,17.0,2022-03-28T01:00:00.000Z,2022-03-28T00:00:00.000Z,2022-03-28T00:00:00.000Z
광주,광주,6.0,25.0,2022-03-06T16:00:00.000Z,2022-03-06T00:00:00.000Z,2022-02-28T00:00:00.000Z
광주,광주,16.0,32.0,2022-03-16T16:00:00.000Z,2022-03-16T00:00:00.000Z,2022-03-14T00:00:00.000Z
광주,광주,9.0,11.0,2022-03-18T22:00:00.000Z,2022-03-18T00:00:00.000Z,2022-03-14T00:00:00.000Z
광주,광주,12.0,25.0,2022-03-28T10:00:00.000Z,2022-03-28T00:00:00.000Z,2022-03-28T00:00:00.000Z
광주,광주,14.0,38.0,2022-03-07T11:00:00.000Z,2022-03-07T00:00:00.000Z,2022-03-07T00:00:00.000Z
광주,광주,20.0,42.0,2022-03-11T23:00:00.000Z,2022-03-11T00:00:00.000Z,2022-03-07T00:00:00.000Z
광주,광주,23.0,34.0,2022-03-22T16:00:00.000Z,2022-03-22T00:00:00.000Z,2022-03-21T00:00:00.000Z
광주,광주,8.0,10.0,2022-03-26T13:00:00.000Z,2022-03-26T00:00:00.000Z,2022-03-21T00:00:00.000Z
광주,광주,10.0,24.0,2022-03-28T11:00:00.000Z,2022-03-28T00:00:00.000Z,2022-03-28T00:00:00.000Z
광주,광주,16.0,25.0,2022-03-03T01:00:00.000Z,2022-03-03T00:00:00.000Z,2022-02-28T00:00:00.000Z
광주,광주,40.0,51.0,2022-03-23T07:00:00.000Z,2022-03-23T00:00:00.000Z,2022-03-21T00:00:00.000Z
광주,광주,20.0,35.0,2022-03-08T09:00:00.000Z,2022-03-08T00:00:00.000Z,2022-03-07T00:00:00.000Z
광주,광주,13.0,28.0,2022-03-12T21:00:00.000Z,2022-03-12T00:00:00.000Z,2022-03-07T00:00:00.000Z
광주,광주,10.0,14.0,2022-03-20T16:00:00.000Z,2022-03-20T00:00:00.000Z,2022-03-14T00:00:00.000Z
광주,광주,30.0,44.0,2022-03-10T03:00:00.000Z,2022-03-10T00:00:00.000Z,2022-03-07T00:00:00.000Z
광주,광주,8.0,10.0,2022-03-14T05:00:00.000Z,2022-03-14T00:00:00.000Z,2022-03-14T00:00:00.000Z
광주,광주,22.0,41.0,2022-03-25T17:00:00.000Z,2022-03-25T00:00:00.000Z,2022-03-21T00:00:00.000Z
광주,광주,38.0,57.0,2022-03-01T17:00:00.000Z,2022-03-01T00:00:00.000Z,2022-02-28T00:00:00.000Z
광주,광주,52.0,106.0,2022-03-03T20:00:00.000Z,2022-03-03T00:00:00.000Z,2022-02-28T00:00:00.000Z
광주,광주,34.0,44.0,2022-03-17T02:00:00.000Z,2022-03-17T00:00:00.000Z,2022-03-14T00:00:00.000Z
광주,광주,24.0,28.0,2022-03-20T04:00:00.000Z,2022-03-20T00:00:00.000Z,2022-03-14T00:00:00.000Z
광주,광주,16.0,31.0,2022-03-27T07:00:00.000Z,2022-03-27T00:00:00.000Z,2022-03-21T00:00:00.000Z
광주,광주,19.0,23.0,2022-03-19T17:00:00.000Z,2022-03-19T00:00:00.000Z,2022-03-14T00:00:00.000Z
광주,광주,22.0,32.0,2022-03-23T17:00:00.000Z,2022-03-23T00:00:00.000Z,2022-03-21T00:00:00.000Z
광주,광주,19.0,27.0,2022-03-19T15:00:00.000Z,2022-03-19T00:00:00.000Z,2022-03-14T00:00:00.000Z
광주,광주,45.0,57.0,2022-03-23T09:00:00.000Z,2022-03-23T00:00:00.000Z,2022-03-21T00:00:00.000Z
광주,광주,54.0,90.0,2022-03-03T23:00:00.000Z,2022-03-03T00:00:00.000Z,2022-02-28T00:00:00.000Z
광주,광주,35.0,75.0,2022-03-08T19:00:00.000Z,2022-03-08T00:00:00.000Z,2022-03-07T00:00:00.000Z
광주,광주,43.0,69.0,2022-03-09T09:00:00.000Z,2022-03-09T00:00:00.000Z,2022-03-07T00:00:00.000Z
광주,광주,15.0,19.0,2022-03-19T02:00:00.000Z,2022-03-19T00:00:00.000Z,2022-03-14T00:00:00.000Z
광주,광주,21.0,35.0,2022-03-22T10:00:00.000Z,2022-03-22T00:00:00.000Z,2022-03-21T00:00:00.000Z
광주,광주,48.0,85.0,2022-03-09T11:00:00.000Z,2022-03-09T00:00:00.000Z,2022-03-07T00:00:00.000Z
광주,광주,8.0,10.0,2022-03-14T04:00:00.000Z,2022-03-14T00:00:00.000Z,2022-03-14T00:00:00.000Z
광주,광주,21.0,52.0,2022-03-16T18:00:00.000Z,2022-03-16T00:00:00.000Z,2022-03-14T00:00:00.000Z
광주,광주,31.0,39.0,2022-03-17T05:00:00.000Z,2022-03-17T00:00:00.000Z,2022-03-14T00:00:00.000Z
광주,광주,7.0,8.0,2022-03-14T12:00:00.000Z,2022-03-14T00:00:00.000Z,2022-03-14T00:00:00.000Z
광주,광주,6.0,10.0,2022-03-18T21:00:00.000Z,2022-03-18T00:00:00.000Z,2022-03-14T00:00:00.000Z
광주,광주,13.0,27.0,2022-03-02T21:00:00.000Z,2022-03-02T00:00:00.000Z,2022-02-28T00:00:00.000Z
광주,광주,11.0,12.0,2022-03-14T02:00:00.000Z,2022-03-14T00:00:00.000Z,2022-03-14T00:00:00.000Z
광주,광주,9.0,20.0,2022-03-06T22:00:00.000Z,2022-03-06T00:00:00.000Z,2022-02-28T00:00:00.000Z
광주,광주,33.0,41.0,2022-03-17T04:00:00.000Z,2022-03-17T00:00:00.000Z,2022-03-14T00:00:00.000Z
광주,광주,20.0,28.0,2022-03-22T14:00:00.000Z,2022-03-22T00:00:00.000Z,2022-03-21T00:00:00.000Z
광주,광주,8.0,18.0,2022-03-28T02:00:00.000Z,2022-03-28T00:00:00.000Z,2022-03-28T00:00:00.000Z
광주,광주,14.0,36.0,2022-03-07T13:00:00.000Z,2022-03-07T00:00:00.000Z,2022-03-07T00:00:00.000Z
광주,광주,35.0,48.0,2022-03-22T22:00:00.000Z,2022-03-22T00:00:00.000Z,2022-03-21T00:00:00.000Z
광주,광주,47.0,60.0,2022-03-23T14:00:00.000Z,2022-03-23T00:00:00.000Z,2022-03-21T00:00:00.000Z
광주,광주,25.0,38.0,2022-03-25T13:00:00.000Z,2022-03-25T00:00:00.000Z,2022-03-21T00:00:00.000Z
광주,광주,9.0,18.0,2022-03-27T22:00:00.000Z,2022-03-27T00:00:00.000Z,2022-03-21T00:00:00.000Z
광주,광주,19.0,32.0,2022-02-24T11:00:00.000Z,2022-02-24T00:00:00.000Z,2022-02-21T00:00:00.000Z
광주,광주,22.0,33.0,2022-03-03T09:00:00.000Z,2022-03-03T00:00:00.000Z,2022-02-28T00:00:00.000Z
광주,광주,27.0,48.0,2022-03-17T20:00:00.000Z,2022-03-17T00:00:00.000Z,2022-03-14T00:00:00.000Z
광주,광주,16.0,28.0,2022-03-21T09:00:00.000Z,2022-03-21T00:00:00.000Z,2022-03-21T00:00:00.000Z
광주,광주,31.0,48.0,2022-03-03T11:00:00.000Z,2022-03-03T00:00:00.000Z,2022-02-28T00:00:00.000Z
광주,광주,13.0,21.0,2022-03-08T04:00:00.000Z,2022-03-08T00:00:00.000Z,2022-03-07T00:00:00.000Z
광주,광주,18.0,34.0,2022-03-25T20:00:00.000Z,2022-03-25T00:00:00.000Z,2022-03-21T00:00:00.000Z
광주,광주,41.0,133.0,2022-03-04T16:00:00.000Z,2022-03-04T00:00:00.000Z,2022-02-28T00:00:00.000Z
광주,광주,19.0,41.0,2022-03-27T12:00:00.000Z,2022-03-27T00:00:00.000Z,2022-03-21T00:00:00.000Z
광주,광주,25.0,30.0,2022-03-20T02:00:00.000Z,2022-03-20T00:00:00.000Z,2022-03-14T00:00:00.000Z
광주,광주,18.0,24.0,2022-03-20T20:00:00.000Z,2022-03-20T00:00:00.000Z,2022-03-14T00:00:00.000Z
광주,광주,23.0,61.0,2022-03-27T19:00:00.000Z,2022-03-27T00:00:00.000Z,2022-03-21T00:00:00.000Z
광주,광주,10.0,23.0,2022-03-02T14:00:00.000Z,2022-03-02T00:00:00.000Z,2022-02-28T00:00:00.000Z
광주,광주,25.0,56.0,2022-03-04T20:00:00.000Z,2022-03-04T00:00:00.000Z,2022-02-28T00:00:00.000Z
광주,광주,10.0,35.0,2022-03-06T19:00:00.000Z,2022-03-06T00:00:00.000Z,2022-02-28T00:00:00.000Z
광주,광주,24.0,32.0,2022-03-24T02:00:00.000Z,2022-03-24T00:00:00.000Z,2022-03-21T00:00:00.000Z
광주,광주,39.0,60.0,2022-03-24T15:00:00.000Z,2022-03-24T00:00:00.000Z,2022-03-21T00:00:00.000Z
광주,광주,38.0,59.0,2022-03-09T05:00:00.000Z,2022-03-09T00:00:00.000Z,2022-03-07T00:00:00.000Z
광주,광주,15.0,23.0,2022-03-03T04:00:00.000Z,2022-03-03T00:00:00.000Z,2022-02-28T00:00:00.000Z
광주,광주,28.0,53.0,2022-03-03T13:00:00.000Z,2022-03-03T00:00:00.000Z,2022-02-28T00:00:00.000Z
광주,광주,13.0,23.0,2022-03-21T13:00:00.000Z,2022-03-21T00:00:00.000Z,2022-03-21T00:00:00.000Z
광주,광주,15.0,23.0,2022-03-03T03:00:00.000Z,2022-03-03T00:00:00.000Z,2022-02-28T00:00:00.000Z
광주,광주,15.0,27.0,2022-03-21T10:00:00.000Z,2022-03-21T00:00:00.000Z,2022-03-21T00:00:00.000Z
광주,광주,31.0,101.0,2022-03-04T18:00:00.000Z,2022-03-04T00:00:00.000Z,2022-02-28T00:00:00.000Z
광주,광주,24.0,47.0,2022-03-10T16:00:00.000Z,2022-03-10T00:00:00.000Z,2022-03-07T00:00:00.000Z
광주,광주,25.0,50.0,2022-03-10T19:00:00.000Z,2022-03-10T00:00:00.000Z,2022-03-07T00:00:00.000Z
광주,광주,25.0,49.0,2022-03-10T15:00:00.000Z,2022-03-10T00:00:00.000Z,2022-03-07T00:00:00.000Z
광주,광주,3.0,6.0,2022-03-18T13:00:00.000Z,2022-03-18T00:00:00.000Z,2022-03-14T00:00:00.000Z
광주,광주,20.0,45.0,2022-02-26T17:00:00.000Z,2022-02-26T00:00:00.000Z,2022-02-21T00:00:00.000Z
광주,광주,9.0,11.0,2022-03-26T14:00:00.000Z,2022-03-26T00:00:00.000Z,2022-03-21T00:00:00.000Z
광주,광주,13.0,21.0,2022-03-08T02:00:00.000Z,2022-03-08T00:00:00.000Z,2022-03-07T00:00:00.000Z
광주,광주,35.0,60.0,2022-03-10T10:00:00.000Z,2022-03-10T00:00:00.000Z,2022-03-07T00:00:00.000Z
광주,광주,13.0,15.0,2022-03-19T04:00:00.000Z,2022-03-19T00:00:00.000Z,2022-03-14T00:00:00.000Z
광주,광주,35.0,48.0,2022-03-25T06:00:00.000Z,2022-03-25T00:00:00.000Z,2022-03-21T00:00:00.000Z
광주,광주,20.0,48.0,2022-03-08T13:00:00.000Z,2022-03-08T00:00:00.000Z,2022-03-07T00:00:00.000Z
광주,광주,3.0,4.0,2022-03-18T08:00:00.000Z,2022-03-18T00:00:00.000Z,2022-03-14T00:00:00.000Z
광주,광주,19.0,29.0,2022-03-21T23:00:00.000Z,2022-03-21T00:00:00.000Z,2022-03-21T00:00:00.000Z
광주,광주,6.0,8.0,2022-03-26T08:00:00.000Z,2022-03-26T00:00:00.000Z,2022-03-21T00:00:00.000Z
광주,광주,3.0,3.0,2022-03-26T04:00:00.000Z,2022-03-26T00:00:00.000Z,2022-03-21T00:00:00.000Z
광주,광주,69.0,113.0,2022-03-04T11:00:00.000Z,2022-03-04T00:00:00.000Z,2022-02-28T00:00:00.000Z
광주,광주,24.0,42.0,2022-03-16T22:00:00.000Z,2022-03-16T00:00:00.000Z,2022-03-14T00:00:00.000Z
광주,광주,28.0,40.0,2022-03-22T18:00:00.000Z,2022-03-22T00:00:00.000Z,2022-03-21T00:00:00.000Z
광주,광주,10.0,13.0,2022-03-26T11:00:00.000Z,2022-03-26T00:00:00.000Z,2022-03-21T00:00:00.000Z
광주,광주,32.0,70.0,2022-03-08T18:00:00.000Z,2022-03-08T00:00:00.000Z,2022-03-07T00:00:00.000Z
광주,광주,15.0,19.0,2022-03-19T03:00:00.000Z,2022-03-19T00:00:00.000Z,2022-03-14T00:00:00.000Z
광주,광주,34.0,49.0,2022-03-25T04:00:00.000Z,2022-03-25T00:00:00.000Z,2022-03-21T00:00:00.000Z
광주,광주,33.0,44.0,2022-03-17T03:00:00.000Z,2022-03-17T00:00:00.000Z,2022-03-14T00:00:00.000Z
광주,광주,16.0,24.0,2022-03-31T10:00:00.000Z,2022-03-31T00:00:00.000Z,2022-03-28T00:00:00.000Z
광주,광주,19.0,32.0,2022-03-28T21:00:00.000Z,2022-03-28T00:00:00.000Z,2022-03-28T00:00:00.000Z
광주,광주,13.0,26.0,2022-03-29T18:00:00.000Z,2022-03-29T00:00:00.000Z,2022-03-28T00:00:00.000Z
광주,광주,16.0,26.0,2022-03-30T04:00:00.000Z,2022-03-30T00:00:00.000Z,2022-03-28T00:00:00.000Z
광주,광주,18.0,25.0,2022-03-31T12:00:00.000Z,2022-03-31T00:00:00.000Z,2022-03-28T00:00:00.000Z
광주,광주,17.0,31.0,2022-03-30T01:00:00.000Z,2022-03-30T00:00:00.000Z,2022-03-28T00:00:00.000Z
광주,광주,9.0,14.0,2022-03-30T19:00:00.000Z,2022-03-30T00:00:00.000Z,2022-03-28T00:00:00.000Z
광주,광주,14.0,21.0,2022-03-31T20:00:00.000Z,2022-03-31T00:00:00.000Z,2022-03-28T00:00:00.000Z
광주,광주,15.0,23.0,2022-03-29T04:00:00.000Z,2022-03-29T00:00:00.000Z,2022-03-28T00:00:00.000Z
광주,광주,14.0,31.0,2022-03-29T21:00:00.000Z,2022-03-29T00:00:00.000Z,2022-03-28T00:00:00.000Z
광주,광주,13.0,20.0,2022-03-31T04:00:00.000Z,2022-03-31T00:00:00.000Z,2022-03-28T00:00:00.000Z
광주,광주,18.0,27.0,2022-03-29T02:00:00.000Z,2022-03-29T00:00:00.000Z,2022-03-28T00:00:00.000Z
광주,광주,16.0,31.0,2022-03-29T22:00:00.000Z,2022-03-29T00:00:00.000Z,2022-03-28T00:00:00.000Z
광주,광주,18.0,27.0,2022-03-30T02:00:00.000Z,2022-03-30T00:00:00.000Z,2022-03-28T00:00:00.000Z
광주,광주,11.0,23.0,2022-03-28T14:00:00.000Z,2022-03-28T00:00:00.000Z,2022-03-28T00:00:00.000Z
광주,광주,15.0,25.0,2022-03-29T07:00:00.000Z,2022-03-29T00:00:00.000Z,2022-03-28T00:00:00.000Z
광주,광주,9.0,11.0,2022-03-31T03:00:00.000Z,2022-03-31T00:00:00.000Z,2022-03-28T00:00:00.000Z
광주,광주,17.0,24.0,2022-03-31T07:00:00.000Z,2022-03-31T00:00:00.000Z,2022-03-28T00:00:00.000Z
광주,광주,16.0,26.0,2022-03-30T03:00:00.000Z,2022-03-30T00:00:00.000Z,2022-03-28T00:00:00.000Z
광주,광주,15.0,22.0,2022-03-31T19:00:00.000Z,2022-03-31T00:00:00.000Z,2022-03-28T00:00:00.000Z
광주,광주,14.0,24.0,2022-03-29T19:00:00.000Z,2022-03-29T00:00:00.000Z,2022-03-28T00:00:00.000Z
광주,광주,16.0,33.0,2022-03-29T13:00:00.000Z,2022-03-29T00:00:00.000Z,2022-03-28T00:00:00.000Z
광주,광주,18.0,42.0,2022-03-30T11:00:00.000Z,2022-03-30T00:00:00.000Z,2022-03-28T00:00:00.000Z
광주,광주,25.0,34.0,2022-03-31T16:00:00.000Z,2022-03-31T00:00:00.000Z,2022-03-28T00:00:00.000Z
광주,광주,16.0,25.0,2022-03-30T07:00:00.000Z,2022-03-30T00:00:00.000Z,2022-03-28T00:00:00.000Z
광주,광주,11.0,19.0,2022-03-30T16:00:00.000Z,2022-03-30T00:00:00.000Z,2022-03-28T00:00:00.000Z
광주,광주,16.0,25.0,2022-03-31T11:00:00.000Z,2022-03-31T00:00:00.000Z,2022-03-28T00:00:00.000Z
광주,광주,11.0,22.0,2022-03-28T13:00:00.000Z,2022-03-28T00:00:00.000Z,2022-03-28T00:00:00.000Z
광주,광주,24.0,34.0,2022-03-31T15:00:00.000Z,2022-03-31T00:00:00.000Z,2022-03-28T00:00:00.000Z
광주,광주,9.0,16.0,2022-03-30T20:00:00.000Z,2022-03-30T00:00:00.000Z,2022-03-28T00:00:00.000Z
광주,광주,19.0,28.0,2022-03-31T18:00:00.000Z,2022-03-31T00:00:00.000Z,2022-03-28T00:00:00.000Z
광주,광주,16.0,25.0,2022-03-30T06:00:00.000Z,2022-03-30T00:00:00.000Z,2022-03-28T00:00:00.000Z
광주,광주,14.0,31.0,2022-03-28T17:00:00.000Z,2022-03-28T00:00:00.000Z,2022-03-28T00:00:00.000Z
광주,광주,15.0,30.0,2022-03-29T01:00:00.000Z,2022-03-29T00:00:00.000Z,2022-03-28T00:00:00.000Z
광주,광주,18.0,32.0,2022-03-28T20:00:00.000Z,2022-03-28T00:00:00.000Z,2022-03-28T00:00:00.000Z
광주,광주,18.0,34.0,2022-03-29T09:00:00.000Z,2022-03-29T00:00:00.000Z,2022-03-28T00:00:00.000Z
광주,광주,20.0,39.0,2022-03-29T10:00:00.000Z,2022-03-29T00:00:00.000Z,2022-03-28T00:00:00.000Z
광주,광주,15.0,22.0,2022-03-31T22:00:00.000Z,2022-03-31T00:00:00.000Z,2022-03-28T00:00:00.000Z
광주,광주,22.0,30.0,2022-03-31T17:00:00.000Z,2022-03-31T00:00:00.000Z,2022-03-28T00:00:00.000Z
광주,광주,18.0,31.0,2022-03-28T23:00:00.000Z,2022-03-28T00:00:00.000Z,2022-03-28T00:00:00.000Z
광주,광주,18.0,25.0,2022-03-30T05:00:00.000Z,2022-03-30T00:00:00.000Z,2022-03-28T00:00:00.000Z
광주,광주,10.0,11.0,2022-03-31T01:00:00.000Z,2022-03-31T00:00:00.000Z,2022-03-28T00:00:00.000Z
광주,광주,14.0,31.0,2022-03-28T18:00:00.000Z,2022-03-28T00:00:00.000Z,2022-03-28T00:00:00.000Z
광주,광주,17.0,30.0,2022-03-29T23:00:00.000Z,2022-03-29T00:00:00.000Z,2022-03-28T00:00:00.000Z
광주,광주,17.0,37.0,2022-03-29T12:00:00.000Z,2022-03-29T00:00:00.000Z,2022-03-28T00:00:00.000Z
광주,광주,19.0,45.0,2022-03-30T12:00:00.000Z,2022-03-30T00:00:00.000Z,2022-03-28T00:00:00.000Z
광주,광주,16.0,26.0,2022-03-29T03:00:00.000Z,2022-03-29T00:00:00.000Z,2022-03-28T00:00:00.000Z
