sidoname,cityname,pm10value,pm25value,pop,datetime
제주,서귀포시,12,5,183663,2022-03-18T11:00:00.000Z
제주,제주시,12,4,493096,2022-03-18T11:00:00.000Z
제주,서귀포시,16,7,183663,2022-03-19T05:00:00.000Z
제주,제주시,16,9,493096,2022-03-19T05:00:00.000Z
제주,서귀포시,59,26,183663,2022-03-10T18:00:00.000Z
제주,제주시,56,26,493096,2022-03-10T18:00:00.000Z
제주,서귀포시,21,13,183663,2022-03-14T07:00:00.000Z
제주,제주시,17,13,493096,2022-03-14T07:00:00.000Z
제주,서귀포시,20,11,183663,2022-03-19T06:00:00.000Z
제주,제주시,20,8,493096,2022-03-19T06:00:00.000Z
제주,서귀포시,37,8,183663,2022-03-06T15:00:00.000Z
제주,제주시,38,8,493096,2022-03-06T15:00:00.000Z
제주,서귀포시,10,6,183663,2022-03-18T13:00:00.000Z
제주,제주시,12,6,493096,2022-03-18T13:00:00.000Z
제주,서귀포시,26,7,183663,2022-03-07T11:00:00.000Z
제주,제주시,28,7,493096,2022-03-07T11:00:00.000Z
제주,서귀포시,37,8,183663,2022-03-06T16:00:00.000Z
제주,제주시,36,8,493096,2022-03-06T16:00:00.000Z
제주,서귀포시,18,9,183663,2022-02-28T17:00:00.000Z
제주,제주시,29,9,493096,2022-02-28T17:00:00.000Z
제주,서귀포시,18,6,183663,2022-03-02T19:00:00.000Z
제주,제주시,18,7,493096,2022-03-02T19:00:00.000Z
제주,서귀포시,19,6,183663,2022-03-07T04:00:00.000Z
제주,제주시,18,6,493096,2022-03-07T04:00:00.000Z
제주,서귀포시,26,10,183663,2022-03-07T12:00:00.000Z
제주,제주시,27,10,493096,2022-03-07T12:00:00.000Z
제주,서귀포시,13,5,183663,2022-03-18T07:00:00.000Z
제주,제주시,19,5,493096,2022-03-18T07:00:00.000Z
제주,서귀포시,41,17,183663,2022-03-11T19:00:00.000Z
제주,제주시,42,17,493096,2022-03-11T19:00:00.000Z
제주,서귀포시,17,8,183663,2022-03-18T22:00:00.000Z
제주,제주시,17,7,493096,2022-03-18T22:00:00.000Z
제주,서귀포시,22,9,183663,2022-03-02T16:00:00.000Z
제주,제주시,22,8,493096,2022-03-02T16:00:00.000Z
제주,서귀포시,48,16,183663,2022-03-16T17:00:00.000Z
제주,제주시,44,16,493096,2022-03-16T17:00:00.000Z
제주,서귀포시,36,11,183663,2022-03-13T09:00:00.000Z
제주,제주시,48,11,493096,2022-03-13T09:00:00.000Z
제주,서귀포시,41,18,183663,2022-03-17T12:00:00.000Z
제주,제주시,40,18,493096,2022-03-17T12:00:00.000Z
제주,서귀포시,35,13,183663,2022-03-12T17:00:00.000Z
제주,제주시,37,13,493096,2022-03-12T17:00:00.000Z
제주,서귀포시,17,8,183663,2022-03-02T20:00:00.000Z
제주,제주시,22,8,493096,2022-03-02T20:00:00.000Z
제주,서귀포시,33,12,183663,2022-03-07T15:00:00.000Z
제주,제주시,29,12,493096,2022-03-07T15:00:00.000Z
제주,서귀포시,45,20,183663,2022-03-11T14:00:00.000Z
제주,제주시,39,15,493096,2022-03-11T14:00:00.000Z
제주,서귀포시,20,13,183663,2022-03-14T06:00:00.000Z
제주,제주시,17,9,493096,2022-03-14T06:00:00.000Z
제주,서귀포시,44,18,183663,2022-03-11T13:00:00.000Z
제주,제주시,50,16,493096,2022-03-11T13:00:00.000Z
제주,서귀포시,65,30,183663,2022-03-03T13:00:00.000Z
제주,제주시,83,38,493096,2022-03-03T13:00:00.000Z
제주,서귀포시,31,18,183663,2022-02-25T12:00:00.000Z
제주,제주시,37,20,493096,2022-02-25T12:00:00.000Z
제주,서귀포시,75,38,183663,2022-03-03T19:00:00.000Z
제주,제주시,83,48,493096,2022-03-03T19:00:00.000Z
제주,서귀포시,78,46,183663,2022-03-03T20:00:00.000Z
제주,제주시,88,51,493096,2022-03-03T20:00:00.000Z
제주,서귀포시,45,19,183663,2022-03-10T14:00:00.000Z
제주,제주시,52,23,493096,2022-03-10T14:00:00.000Z
제주,서귀포시,23,12,183663,2022-03-19T07:00:00.000Z
제주,제주시,26,9,493096,2022-03-19T07:00:00.000Z
제주,서귀포시,41,25,183663,2022-02-26T15:00:00.000Z
제주,제주시,39,19,493096,2022-02-26T15:00:00.000Z
제주,서귀포시,76,36,183663,2022-03-04T05:00:00.000Z
제주,제주시,103,42,493096,2022-03-04T05:00:00.000Z
제주,서귀포시,25,13,183663,2022-03-08T03:00:00.000Z
제주,제주시,21,5,493096,2022-03-08T03:00:00.000Z
제주,서귀포시,45,13,183663,2022-03-08T11:00:00.000Z
제주,제주시,16,5,493096,2022-03-08T11:00:00.000Z
제주,서귀포시,38,14,183663,2022-03-13T07:00:00.000Z
제주,제주시,43,13,493096,2022-03-13T07:00:00.000Z
제주,서귀포시,39,17,183663,2022-03-13T04:00:00.000Z
제주,제주시,40,14,493096,2022-03-13T04:00:00.000Z
제주,서귀포시,18,11,183663,2022-03-14T03:00:00.000Z
제주,제주시,15,13,493096,2022-03-14T03:00:00.000Z
제주,서귀포시,32,15,183663,2022-03-13T01:00:00.000Z
제주,제주시,33,14,493096,2022-03-13T01:00:00.000Z
제주,서귀포시,47,17,183663,2022-03-11T12:00:00.000Z
제주,제주시,40,14,493096,2022-03-11T12:00:00.000Z
제주,서귀포시,29,7,183663,2022-03-06T19:00:00.000Z
제주,제주시,37,10,493096,2022-03-06T19:00:00.000Z
제주,서귀포시,33,12,183663,2022-03-13T12:00:00.000Z
제주,제주시,21,9,493096,2022-03-13T12:00:00.000Z
제주,서귀포시,33,21,183663,2022-03-03T02:00:00.000Z
제주,제주시,39,22,493096,2022-03-03T02:00:00.000Z
제주,서귀포시,28,8,183663,2022-03-13T16:00:00.000Z
제주,제주시,13,5,493096,2022-03-13T16:00:00.000Z
제주,서귀포시,45,28,183663,2022-03-01T17:00:00.000Z
제주,제주시,46,26,493096,2022-03-01T17:00:00.000Z
제주,서귀포시,40,16,183663,2022-03-13T05:00:00.000Z
제주,제주시,52,11,493096,2022-03-13T05:00:00.000Z
제주,서귀포시,33,11,183663,2022-03-13T17:00:00.000Z
제주,제주시,17,8,493096,2022-03-13T17:00:00.000Z
제주,서귀포시,78,46,183663,2022-03-03T21:00:00.000Z
제주,제주시,88,50,493096,2022-03-03T21:00:00.000Z
제주,서귀포시,73,31,183663,2022-03-03T15:00:00.000Z
제주,제주시,84,39,493096,2022-03-03T15:00:00.000Z
제주,서귀포시,24,11,183663,2022-02-27T15:00:00.000Z
제주,제주시,30,12,493096,2022-02-27T15:00:00.000Z
제주,서귀포시,25,11,183663,2022-02-27T17:00:00.000Z
제주,제주시,29,12,493096,2022-02-27T17:00:00.000Z
제주,서귀포시,38,14,183663,2022-03-13T06:00:00.000Z
제주,제주시,40,11,493096,2022-03-13T06:00:00.000Z
제주,서귀포시,79,46,183663,2022-03-09T07:00:00.000Z
제주,제주시,89,53,493096,2022-03-09T07:00:00.000Z
제주,서귀포시,35,11,183663,2022-03-13T10:00:00.000Z
제주,제주시,23,10,493096,2022-03-13T10:00:00.000Z
제주,서귀포시,43,22,183663,2022-03-11T17:00:00.000Z
제주,제주시,39,18,493096,2022-03-11T17:00:00.000Z
제주,서귀포시,33,20,183663,2022-03-03T05:00:00.000Z
제주,제주시,34,19,493096,2022-03-03T05:00:00.000Z
제주,서귀포시,38,16,183663,2022-03-13T03:00:00.000Z
제주,제주시,42,13,493096,2022-03-13T03:00:00.000Z
제주,서귀포시,56,36,183663,2022-03-10T08:00:00.000Z
제주,제주시,56,24,493096,2022-03-10T08:00:00.000Z
제주,서귀포시,20,10,183663,2022-03-02T22:00:00.000Z
제주,제주시,23,10,493096,2022-03-02T22:00:00.000Z
제주,서귀포시,29,12,183663,2022-03-07T17:00:00.000Z
제주,제주시,27,12,493096,2022-03-07T17:00:00.000Z
제주,서귀포시,97,48,183663,2022-03-09T13:00:00.000Z
제주,제주시,97,57,493096,2022-03-09T13:00:00.000Z
제주,서귀포시,29,23,183663,2022-03-03T01:00:00.000Z
제주,제주시,46,27,493096,2022-03-03T01:00:00.000Z
제주,서귀포시,47,23,183663,2022-03-17T09:00:00.000Z
제주,제주시,39,19,493096,2022-03-17T09:00:00.000Z
제주,서귀포시,13,8,183663,2022-03-18T17:00:00.000Z
제주,제주시,10,6,493096,2022-03-18T17:00:00.000Z
제주,서귀포시,59,27,183663,2022-03-10T19:00:00.000Z
제주,제주시,56,26,493096,2022-03-10T19:00:00.000Z
제주,서귀포시,52,21,183663,2022-03-17T08:00:00.000Z
제주,제주시,43,17,493096,2022-03-17T08:00:00.000Z
제주,서귀포시,58,31,183663,2022-03-10T21:00:00.000Z
제주,제주시,65,36,493096,2022-03-10T21:00:00.000Z
제주,서귀포시,14,9,183663,2022-03-18T19:00:00.000Z
제주,제주시,12,5,493096,2022-03-18T19:00:00.000Z
제주,서귀포시,32,21,183663,2022-03-03T06:00:00.000Z
제주,제주시,37,19,493096,2022-03-03T06:00:00.000Z
제주,서귀포시,32,12,183663,2022-03-07T20:00:00.000Z
제주,제주시,21,8,493096,2022-03-07T20:00:00.000Z
제주,서귀포시,27,18,183663,2022-03-14T17:00:00.000Z
제주,제주시,23,16,493096,2022-03-14T17:00:00.000Z
제주,서귀포시,15,9,183663,2022-03-18T20:00:00.000Z
제주,제주시,16,6,493096,2022-03-18T20:00:00.000Z
제주,서귀포시,75,38,183663,2022-03-03T18:00:00.000Z
제주,제주시,88,47,493096,2022-03-03T18:00:00.000Z
제주,서귀포시,36,14,183663,2022-03-08T07:00:00.000Z
제주,제주시,31,8,493096,2022-03-08T07:00:00.000Z
제주,서귀포시,31,15,183663,2022-03-12T22:00:00.000Z
제주,제주시,36,19,493096,2022-03-12T22:00:00.000Z
제주,서귀포시,41,19,183663,2022-03-10T12:00:00.000Z
제주,제주시,58,28,493096,2022-03-10T12:00:00.000Z
제주,서귀포시,16,12,183663,2022-03-19T03:00:00.000Z
제주,제주시,15,9,493096,2022-03-19T03:00:00.000Z
제주,서귀포시,83,40,183663,2022-03-04T06:00:00.000Z
제주,제주시,103,44,493096,2022-03-04T06:00:00.000Z
제주,서귀포시,43,19,183663,2022-03-08T08:00:00.000Z
제주,제주시,36,7,493096,2022-03-08T08:00:00.000Z
제주,서귀포시,26,11,183663,2022-03-07T19:00:00.000Z
제주,제주시,27,10,493096,2022-03-07T19:00:00.000Z
제주,서귀포시,68,39,183663,2022-03-09T04:00:00.000Z
제주,제주시,83,47,493096,2022-03-09T04:00:00.000Z
제주,서귀포시,92,44,183663,2022-03-04T11:00:00.000Z
제주,제주시,124,50,493096,2022-03-04T11:00:00.000Z
제주,서귀포시,54,23,183663,2022-03-16T23:00:00.000Z
제주,제주시,79,20,493096,2022-03-16T23:00:00.000Z
제주,서귀포시,37,28,183663,2022-03-19T12:00:00.000Z
제주,제주시,58,38,493096,2022-03-19T12:00:00.000Z
제주,서귀포시,13,7,183663,2022-03-18T15:00:00.000Z
제주,제주시,11,5,493096,2022-03-18T15:00:00.000Z
제주,서귀포시,17,10,183663,2022-03-19T04:00:00.000Z
제주,제주시,14,9,493096,2022-03-19T04:00:00.000Z
제주,서귀포시,42,23,183663,2022-02-26T17:00:00.000Z
제주,제주시,40,22,493096,2022-02-26T17:00:00.000Z
제주,서귀포시,57,35,183663,2022-03-10T02:00:00.000Z
제주,제주시,42,28,493096,2022-03-10T02:00:00.000Z
제주,서귀포시,84,42,183663,2022-03-04T04:00:00.000Z
제주,제주시,105,41,493096,2022-03-04T04:00:00.000Z
제주,서귀포시,77,41,183663,2022-03-04T01:00:00.000Z
제주,제주시,89,43,493096,2022-03-04T01:00:00.000Z
제주,서귀포시,43,20,183663,2022-03-11T16:00:00.000Z
제주,제주시,41,16,493096,2022-03-11T16:00:00.000Z
제주,서귀포시,35,18,183663,2022-03-17T14:00:00.000Z
제주,제주시,34,16,493096,2022-03-17T14:00:00.000Z
제주,서귀포시,54,35,183663,2022-03-10T04:00:00.000Z
제주,제주시,42,28,493096,2022-03-10T04:00:00.000Z
제주,서귀포시,54,33,183663,2022-03-10T03:00:00.000Z
제주,제주시,43,25,493096,2022-03-10T03:00:00.000Z
제주,서귀포시,52,34,183663,2022-03-10T05:00:00.000Z
제주,제주시,34,24,493096,2022-03-10T05:00:00.000Z
제주,서귀포시,58,16,183663,2022-03-08T15:00:00.000Z
제주,제주시,40,19,493096,2022-03-08T15:00:00.000Z
제주,서귀포시,46,21,183663,2022-03-04T19:00:00.000Z
제주,제주시,88,34,493096,2022-03-04T19:00:00.000Z
제주,서귀포시,64,19,183663,2022-03-08T16:00:00.000Z
제주,제주시,53,20,493096,2022-03-08T16:00:00.000Z
제주,서귀포시,23,12,183663,2022-03-02T21:00:00.000Z
제주,제주시,21,9,493096,2022-03-02T21:00:00.000Z
제주,서귀포시,54,34,183663,2022-03-10T06:00:00.000Z
제주,제주시,34,19,493096,2022-03-10T06:00:00.000Z
제주,서귀포시,84,49,183663,2022-03-09T20:00:00.000Z
제주,제주시,87,56,493096,2022-03-09T20:00:00.000Z
제주,서귀포시,79,49,183663,2022-03-09T21:00:00.000Z
제주,제주시,78,51,493096,2022-03-09T21:00:00.000Z
제주,서귀포시,43,20,183663,2022-03-17T16:00:00.000Z
제주,제주시,34,16,493096,2022-03-17T16:00:00.000Z
제주,서귀포시,69,28,183663,2022-03-03T11:00:00.000Z
제주,제주시,86,32,493096,2022-03-03T11:00:00.000Z
제주,서귀포시,43,20,183663,2022-03-04T18:00:00.000Z
제주,제주시,85,30,493096,2022-03-04T18:00:00.000Z
제주,서귀포시,34,21,183663,2022-03-03T07:00:00.000Z
제주,제주시,55,23,493096,2022-03-03T07:00:00.000Z
제주,서귀포시,62,30,183663,2022-03-03T10:00:00.000Z
제주,제주시,86,35,493096,2022-03-03T10:00:00.000Z
제주,서귀포시,36,20,183663,2022-03-17T15:00:00.000Z
제주,제주시,32,16,493096,2022-03-17T15:00:00.000Z
제주,서귀포시,53,27,183663,2022-03-03T09:00:00.000Z
제주,제주시,91,38,493096,2022-03-03T09:00:00.000Z
제주,서귀포시,16,7,183663,2022-03-17T23:00:00.000Z
제주,제주시,17,8,493096,2022-03-17T23:00:00.000Z
제주,서귀포시,9,6,183663,2022-03-18T06:00:00.000Z
제주,제주시,14,5,493096,2022-03-18T06:00:00.000Z
제주,서귀포시,27,18,183663,2022-03-14T17:00:00.000Z
제주,제주시,23,16,493096,2022-03-14T17:00:00.000Z
제주,서귀포시,59,30,183663,2022-03-08T21:00:00.000Z
제주,제주시,74,37,493096,2022-03-08T21:00:00.000Z
제주,서귀포시,41,18,183663,2022-03-17T11:00:00.000Z
제주,제주시,43,19,493096,2022-03-17T11:00:00.000Z
제주,서귀포시,15,9,183663,2022-03-18T18:00:00.000Z
제주,제주시,13,5,493096,2022-03-18T18:00:00.000Z
제주,서귀포시,95,49,183663,2022-03-09T15:00:00.000Z
제주,제주시,105,59,493096,2022-03-09T15:00:00.000Z
제주,서귀포시,27,18,183663,2022-03-14T17:00:00.000Z
제주,제주시,23,16,493096,2022-03-14T17:00:00.000Z
제주,서귀포시,59,26,183663,2022-03-17T01:00:00.000Z
제주,제주시,53,33,493096,2022-03-17T01:00:00.000Z
제주,서귀포시,45,19,183663,2022-03-10T13:00:00.000Z
제주,제주시,51,26,493096,2022-03-10T13:00:00.000Z
제주,서귀포시,37,17,183663,2022-03-17T13:00:00.000Z
제주,제주시,39,15,493096,2022-03-17T13:00:00.000Z
제주,서귀포시,70,43,183663,2022-03-09T05:00:00.000Z
제주,제주시,82,47,493096,2022-03-09T05:00:00.000Z
제주,서귀포시,83,43,183663,2022-03-04T03:00:00.000Z
제주,제주시,102,47,493096,2022-03-04T03:00:00.000Z
제주,서귀포시,86,49,183663,2022-03-09T08:00:00.000Z
제주,제주시,102,61,493096,2022-03-09T08:00:00.000Z
제주,서귀포시,16,7,183663,2022-03-18T09:00:00.000Z
제주,제주시,20,5,493096,2022-03-18T09:00:00.000Z
제주,서귀포시,44,14,183663,2022-03-16T14:00:00.000Z
제주,제주시,42,13,493096,2022-03-16T14:00:00.000Z
제주,서귀포시,45,17,183663,2022-03-16T15:00:00.000Z
제주,제주시,43,15,493096,2022-03-16T15:00:00.000Z
제주,서귀포시,13,6,183663,2022-03-18T01:00:00.000Z
제주,제주시,12,4,493096,2022-03-18T01:00:00.000Z
제주,서귀포시,41,16,183663,2022-03-08T04:00:00.000Z
제주,제주시,23,5,493096,2022-03-08T04:00:00.000Z
제주,서귀포시,72,47,183663,2022-03-09T22:00:00.000Z
제주,제주시,74,46,493096,2022-03-09T22:00:00.000Z
제주,서귀포시,47,22,183663,2022-03-10T15:00:00.000Z
제주,제주시,52,23,493096,2022-03-10T15:00:00.000Z
제주,서귀포시,75,42,183663,2022-03-09T06:00:00.000Z
제주,제주시,84,50,493096,2022-03-09T06:00:00.000Z
제주,서귀포시,58,24,183663,2022-03-16T22:00:00.000Z
제주,제주시,81,20,493096,2022-03-16T22:00:00.000Z
제주,서귀포시,15,11,183663,2022-03-18T23:00:00.000Z
제주,제주시,16,7,493096,2022-03-18T23:00:00.000Z
제주,서귀포시,65,28,183663,2022-03-03T12:00:00.000Z
제주,제주시,76,33,493096,2022-03-03T12:00:00.000Z
제주,서귀포시,17,9,183663,2022-03-14T09:00:00.000Z
제주,제주시,22,19,493096,2022-03-14T09:00:00.000Z
제주,서귀포시,65,43,183663,2022-03-09T23:00:00.000Z
제주,제주시,56,36,493096,2022-03-09T23:00:00.000Z
제주,서귀포시,51,24,183663,2022-03-17T05:00:00.000Z
제주,제주시,43,20,493096,2022-03-17T05:00:00.000Z
제주,서귀포시,18,10,183663,2022-03-17T21:00:00.000Z
제주,제주시,26,12,493096,2022-03-17T21:00:00.000Z
제주,서귀포시,45,21,183663,2022-03-10T11:00:00.000Z
제주,제주시,56,24,493096,2022-03-10T11:00:00.000Z
제주,서귀포시,40,12,183663,2022-03-08T10:00:00.000Z
제주,제주시,24,7,493096,2022-03-08T10:00:00.000Z
제주,서귀포시,13,10,183663,2022-03-18T16:00:00.000Z
제주,제주시,10,5,493096,2022-03-18T16:00:00.000Z
제주,서귀포시,19,8,183663,2022-03-02T15:00:00.000Z
제주,제주시,22,9,493096,2022-03-02T15:00:00.000Z
제주,서귀포시,58,29,183663,2022-03-10T20:00:00.000Z
제주,제주시,63,30,493096,2022-03-10T20:00:00.000Z
제주,서귀포시,55,16,183663,2022-03-08T14:00:00.000Z
제주,제주시,26,7,493096,2022-03-08T14:00:00.000Z
제주,서귀포시,64,37,183663,2022-03-09T02:00:00.000Z
제주,제주시,85,48,493096,2022-03-09T02:00:00.000Z
제주,서귀포시,29,9,183663,2022-03-13T14:00:00.000Z
제주,제주시,14,5,493096,2022-03-13T14:00:00.000Z
제주,서귀포시,19,7,183663,2022-03-02T17:00:00.000Z
제주,제주시,21,8,493096,2022-03-02T17:00:00.000Z
제주,서귀포시,22,11,183663,2022-03-08T02:00:00.000Z
제주,제주시,17,7,493096,2022-03-08T02:00:00.000Z
제주,서귀포시,47,13,183663,2022-03-16T16:00:00.000Z
제주,제주시,44,16,493096,2022-03-16T16:00:00.000Z
제주,서귀포시,28,10,183663,2022-03-13T15:00:00.000Z
제주,제주시,12,6,493096,2022-03-13T15:00:00.000Z
제주,서귀포시,27,9,183663,2022-03-06T22:00:00.000Z
제주,제주시,30,7,493096,2022-03-06T22:00:00.000Z
제주,서귀포시,30,7,183663,2022-03-06T18:00:00.000Z
제주,제주시,38,8,493096,2022-03-06T18:00:00.000Z
제주,서귀포시,20,12,183663,2022-03-14T10:00:00.000Z
제주,제주시,22,14,493096,2022-03-14T10:00:00.000Z
제주,서귀포시,44,19,183663,2022-03-11T15:00:00.000Z
제주,제주시,42,15,493096,2022-03-11T15:00:00.000Z
제주,서귀포시,28,14,183663,2022-03-17T19:00:00.000Z
제주,제주시,27,16,493096,2022-03-17T19:00:00.000Z
제주,서귀포시,12,5,183663,2022-03-18T03:00:00.000Z
제주,제주시,17,4,493096,2022-03-18T03:00:00.000Z
제주,서귀포시,46,36,183663,2022-03-19T13:00:00.000Z
제주,제주시,41,27,493096,2022-03-19T13:00:00.000Z
제주,서귀포시,24,13,183663,2022-03-14T15:00:00.000Z
제주,제주시,25,16,493096,2022-03-14T15:00:00.000Z
제주,서귀포시,46,20,183663,2022-03-17T17:00:00.000Z
제주,제주시,45,17,493096,2022-03-17T17:00:00.000Z
제주,서귀포시,18,7,183663,2022-03-18T21:00:00.000Z
제주,제주시,19,6,493096,2022-03-18T21:00:00.000Z
제주,서귀포시,42,7,183663,2022-03-06T14:00:00.000Z
제주,제주시,53,9,493096,2022-03-06T14:00:00.000Z
제주,서귀포시,57,15,183663,2022-03-08T12:00:00.000Z
제주,제주시,16,5,493096,2022-03-08T12:00:00.000Z
제주,서귀포시,29,11,183663,2022-03-13T13:00:00.000Z
제주,제주시,13,8,493096,2022-03-13T13:00:00.000Z
제주,서귀포시,19,14,183663,2022-03-14T01:00:00.000Z
제주,제주시,18,13,493096,2022-03-14T01:00:00.000Z
제주,서귀포시,34,21,183663,2022-03-19T15:00:00.000Z
제주,제주시,38,19,493096,2022-03-19T15:00:00.000Z
제주,서귀포시,33,12,183663,2022-03-12T18:00:00.000Z
제주,제주시,38,13,493096,2022-03-12T18:00:00.000Z
제주,서귀포시,24,8,183663,2022-03-06T23:00:00.000Z
제주,제주시,27,7,493096,2022-03-06T23:00:00.000Z
제주,서귀포시,35,16,183663,2022-03-13T22:00:00.000Z
제주,제주시,41,22,493096,2022-03-13T22:00:00.000Z
제주,서귀포시,26,9,183663,2022-03-06T21:00:00.000Z
제주,제주시,33,8,493096,2022-03-06T21:00:00.000Z
제주,서귀포시,52,17,183663,2022-03-08T13:00:00.000Z
제주,제주시,20,7,493096,2022-03-08T13:00:00.000Z
제주,서귀포시,54,21,183663,2022-03-17T06:00:00.000Z
제주,제주시,43,18,493096,2022-03-17T06:00:00.000Z
제주,서귀포시,47,20,183663,2022-03-04T17:00:00.000Z
제주,제주시,87,32,493096,2022-03-04T17:00:00.000Z
제주,서귀포시,17,5,183663,2022-03-07T07:00:00.000Z
제주,제주시,21,8,493096,2022-03-07T07:00:00.000Z
제주,서귀포시,28,7,183663,2022-03-06T20:00:00.000Z
제주,제주시,34,8,493096,2022-03-06T20:00:00.000Z
제주,서귀포시,60,33,183663,2022-03-09T01:00:00.000Z
제주,제주시,87,50,493096,2022-03-09T01:00:00.000Z
제주,서귀포시,92,49,183663,2022-03-09T16:00:00.000Z
제주,제주시,100,54,493096,2022-03-09T16:00:00.000Z
제주,서귀포시,53,18,183663,2022-03-16T18:00:00.000Z
제주,제주시,43,16,493096,2022-03-16T18:00:00.000Z
제주,서귀포시,81,43,183663,2022-03-09T18:00:00.000Z
제주,제주시,75,45,493096,2022-03-09T18:00:00.000Z
제주,서귀포시,18,8,183663,2022-03-07T08:00:00.000Z
제주,제주시,24,9,493096,2022-03-07T08:00:00.000Z
제주,서귀포시,18,11,183663,2022-03-14T08:00:00.000Z
제주,제주시,19,14,493096,2022-03-14T08:00:00.000Z
제주,서귀포시,13,5,183663,2022-03-18T12:00:00.000Z
제주,제주시,12,4,493096,2022-03-18T12:00:00.000Z
제주,서귀포시,33,14,183663,2022-03-12T23:00:00.000Z
제주,제주시,35,15,493096,2022-03-12T23:00:00.000Z
제주,서귀포시,17,6,183663,2022-03-07T06:00:00.000Z
제주,제주시,19,5,493096,2022-03-07T06:00:00.000Z
제주,서귀포시,49,24,183663,2022-03-10T10:00:00.000Z
제주,제주시,53,22,493096,2022-03-10T10:00:00.000Z
제주,서귀포시,47,17,183663,2022-03-11T11:00:00.000Z
제주,제주시,43,16,493096,2022-03-11T11:00:00.000Z
제주,서귀포시,16,10,183663,2022-03-18T10:00:00.000Z
제주,제주시,14,5,493096,2022-03-18T10:00:00.000Z
제주,서귀포시,53,24,183663,2022-03-17T03:00:00.000Z
제주,제주시,39,19,493096,2022-03-17T03:00:00.000Z
제주,서귀포시,57,37,183663,2022-03-10T01:00:00.000Z
제주,제주시,41,26,493096,2022-03-10T01:00:00.000Z
제주,서귀포시,30,13,183663,2022-03-12T01:00:00.000Z
제주,제주시,28,12,493096,2022-03-12T01:00:00.000Z
제주,서귀포시,21,8,183663,2022-03-02T14:00:00.000Z
제주,제주시,22,9,493096,2022-03-02T14:00:00.000Z
제주,서귀포시,63,32,183663,2022-03-08T22:00:00.000Z
제주,제주시,73,37,493096,2022-03-08T22:00:00.000Z
제주,서귀포시,24,9,183663,2022-03-07T10:00:00.000Z
제주,제주시,27,8,493096,2022-03-07T10:00:00.000Z
제주,서귀포시,29,14,183663,2022-03-19T08:00:00.000Z
제주,제주시,30,13,493096,2022-03-19T08:00:00.000Z
제주,서귀포시,23,13,183663,2022-03-14T04:00:00.000Z
제주,제주시,16,11,493096,2022-03-14T04:00:00.000Z
제주,서귀포시,34,8,183663,2022-03-06T17:00:00.000Z
제주,제주시,38,10,493096,2022-03-06T17:00:00.000Z
제주,서귀포시,55,22,183663,2022-03-04T14:00:00.000Z
제주,제주시,103,37,493096,2022-03-04T14:00:00.000Z
제주,서귀포시,34,15,183663,2022-03-12T19:00:00.000Z
제주,제주시,37,14,493096,2022-03-12T19:00:00.000Z
제주,서귀포시,48,22,183663,2022-03-17T04:00:00.000Z
제주,제주시,38,18,493096,2022-03-17T04:00:00.000Z
제주,서귀포시,36,13,183663,2022-03-13T19:00:00.000Z
제주,제주시,26,16,493096,2022-03-13T19:00:00.000Z
제주,서귀포시,23,10,183663,2022-03-17T20:00:00.000Z
제주,제주시,28,11,493096,2022-03-17T20:00:00.000Z
제주,서귀포시,19,7,183663,2022-03-18T14:00:00.000Z
제주,제주시,12,5,493096,2022-03-18T14:00:00.000Z
제주,서귀포시,28,20,183663,2022-03-13T23:00:00.000Z
제주,제주시,36,23,493096,2022-03-13T23:00:00.000Z
제주,서귀포시,36,13,183663,2022-03-15T12:00:00.000Z
제주,제주시,42,25,493096,2022-03-15T12:00:00.000Z
제주,서귀포시,32,11,183663,2022-03-07T14:00:00.000Z
제주,제주시,28,9,493096,2022-03-07T14:00:00.000Z
제주,서귀포시,15,5,183663,2022-03-18T08:00:00.000Z
제주,제주시,19,4,493096,2022-03-18T08:00:00.000Z
제주,서귀포시,87,49,183663,2022-03-09T17:00:00.000Z
제주,제주시,82,44,493096,2022-03-09T17:00:00.000Z
제주,서귀포시,11,6,183663,2022-03-18T05:00:00.000Z
제주,제주시,15,5,493096,2022-03-18T05:00:00.000Z
제주,서귀포시,36,13,183663,2022-03-15T12:00:00.000Z
제주,제주시,42,25,493096,2022-03-15T12:00:00.000Z
제주,서귀포시,37,14,183663,2022-03-13T18:00:00.000Z
제주,제주시,19,12,493096,2022-03-13T18:00:00.000Z
제주,서귀포시,20,12,183663,2022-03-02T23:00:00.000Z
제주,제주시,35,16,493096,2022-03-02T23:00:00.000Z
제주,서귀포시,14,8,183663,2022-02-23T23:00:00.000Z
제주,제주시,15,6,493096,2022-02-23T23:00:00.000Z
제주,서귀포시,87,40,183663,2022-03-04T12:00:00.000Z
제주,제주시,119,48,493096,2022-03-04T12:00:00.000Z
제주,서귀포시,72,32,183663,2022-03-03T16:00:00.000Z
제주,제주시,88,43,493096,2022-03-03T16:00:00.000Z
제주,서귀포시,27,18,183663,2022-03-14T16:00:00.000Z
제주,제주시,37,24,493096,2022-03-14T16:00:00.000Z
제주,서귀포시,18,6,183663,2022-03-02T18:00:00.000Z
제주,제주시,23,8,493096,2022-03-02T18:00:00.000Z
제주,서귀포시,73,33,183663,2022-03-03T17:00:00.000Z
제주,제주시,90,46,493096,2022-03-03T17:00:00.000Z
제주,서귀포시,20,13,183663,2022-03-14T13:00:00.000Z
제주,제주시,25,21,493096,2022-03-14T13:00:00.000Z
