sidoname,cityname,pm10value,pm25value,pop,datetime
경기,가평군,61,34,62264,2022-03-11T13:00:00.000Z
경기,고양시,65,31,1079353,2022-03-11T13:00:00.000Z
경기,과천시,74,52,73345,2022-03-11T13:00:00.000Z
경기,광명시,95,60,292893,2022-03-11T13:00:00.000Z
경기,광주시,78,50,387289,2022-03-11T13:00:00.000Z
경기,구리시,64,29,191948,2022-03-11T13:00:00.000Z
경기,군포시,85,36,268535,2022-03-11T13:00:00.000Z
경기,김포시,72,39,486508,2022-03-11T13:00:00.000Z
경기,남양주시,66,36,733798,2022-03-11T13:00:00.000Z
경기,동두천시,70,30,93592,2022-03-11T13:00:00.000Z
경기,부천시,87,47,806067,2022-03-11T13:00:00.000Z
경기,성남시,74,53,930948,2022-03-11T13:00:00.000Z
경기,수원시,70,37,1183714,2022-03-11T13:00:00.000Z
경기,시흥시,89,40,512030,2022-03-11T13:00:00.000Z
경기,안산시,73,33,652726,2022-03-11T13:00:00.000Z
경기,안성시,90,57,189534,2022-03-11T13:00:00.000Z
경기,안양시,80,40,547178,2022-03-11T13:00:00.000Z
경기,양주시,58,29,236368,2022-03-11T13:00:00.000Z
경기,양평군,60,34,121230,2022-03-11T13:00:00.000Z
경기,여주시,67,42,112150,2022-03-11T13:00:00.000Z
경기,연천군,null,29,42721,2022-03-11T13:00:00.000Z
경기,오산시,90,33,229983,2022-03-11T13:00:00.000Z
경기,용인시,84,48,1077508,2022-03-11T13:00:00.000Z
경기,의왕시,91,52,163356,2022-03-11T13:00:00.000Z
경기,의정부시,57,28,463661,2022-03-11T13:00:00.000Z
경기,이천시,73,38,223177,2022-03-11T13:00:00.000Z
경기,파주시,89,49,483245,2022-03-11T13:00:00.000Z
경기,평택시,89,44,564288,2022-03-11T13:00:00.000Z
경기,포천시,59,32,148939,2022-03-11T13:00:00.000Z
경기,하남시,65,27,320087,2022-03-11T13:00:00.000Z
경기,화성시,78,38,887015,2022-03-11T13:00:00.000Z
경기,가평군,52,31,62264,2022-03-12T01:00:00.000Z
경기,고양시,76,48,1079353,2022-03-12T01:00:00.000Z
경기,과천시,76,52,73345,2022-03-12T01:00:00.000Z
경기,광명시,110,67,292893,2022-03-12T01:00:00.000Z
경기,광주시,101,70,387289,2022-03-12T01:00:00.000Z
경기,구리시,68,33,191948,2022-03-12T01:00:00.000Z
경기,군포시,95,57,268535,2022-03-12T01:00:00.000Z
경기,김포시,76,52,486508,2022-03-12T01:00:00.000Z
경기,남양주시,70,33,733798,2022-03-12T01:00:00.000Z
경기,동두천시,56,33,93592,2022-03-12T01:00:00.000Z
경기,부천시,95,64,806067,2022-03-12T01:00:00.000Z
경기,성남시,97,60,930948,2022-03-12T01:00:00.000Z
경기,수원시,114,71,1183714,2022-03-12T01:00:00.000Z
경기,시흥시,105,67,512030,2022-03-12T01:00:00.000Z
경기,안산시,100,70,652726,2022-03-12T01:00:00.000Z
경기,안성시,111,81,189534,2022-03-12T01:00:00.000Z
경기,안양시,86,57,547178,2022-03-12T01:00:00.000Z
경기,양주시,92,56,236368,2022-03-12T01:00:00.000Z
경기,양평군,72,49,121230,2022-03-12T01:00:00.000Z
경기,여주시,90,62,112150,2022-03-12T01:00:00.000Z
경기,연천군,null,29,42721,2022-03-12T01:00:00.000Z
경기,오산시,100,76,229983,2022-03-12T01:00:00.000Z
경기,용인시,103,72,1077508,2022-03-12T01:00:00.000Z
경기,의왕시,102,59,163356,2022-03-12T01:00:00.000Z
경기,의정부시,62,40,463661,2022-03-12T01:00:00.000Z
경기,이천시,101,66,223177,2022-03-12T01:00:00.000Z
경기,파주시,78,50,483245,2022-03-12T01:00:00.000Z
경기,평택시,133,84,564288,2022-03-12T01:00:00.000Z
경기,포천시,68,41,148939,2022-03-12T01:00:00.000Z
경기,하남시,80,39,320087,2022-03-12T01:00:00.000Z
경기,화성시,100,68,887015,2022-03-12T01:00:00.000Z
경기,가평군,54,32,62264,2022-03-11T11:00:00.000Z
경기,고양시,104,55,1079353,2022-03-11T11:00:00.000Z
경기,과천시,null,null,73345,2022-03-11T11:00:00.000Z
경기,광명시,94,53,292893,2022-03-11T11:00:00.000Z
경기,광주시,83,46,387289,2022-03-11T11:00:00.000Z
경기,구리시,90,50,191948,2022-03-11T11:00:00.000Z
경기,군포시,109,46,268535,2022-03-11T11:00:00.000Z
경기,김포시,99,62,486508,2022-03-11T11:00:00.000Z
경기,남양주시,90,52,733798,2022-03-11T11:00:00.000Z
경기,동두천시,102,48,93592,2022-03-11T11:00:00.000Z
경기,부천시,130,74,806067,2022-03-11T11:00:00.000Z
경기,성남시,81,46,930948,2022-03-11T11:00:00.000Z
경기,수원시,78,42,1183714,2022-03-11T11:00:00.000Z
경기,시흥시,122,59,512030,2022-03-11T11:00:00.000Z
경기,안산시,90,49,652726,2022-03-11T11:00:00.000Z
경기,안성시,86,55,189534,2022-03-11T11:00:00.000Z
경기,안양시,92,50,547178,2022-03-11T11:00:00.000Z
경기,양주시,103,64,236368,2022-03-11T11:00:00.000Z
경기,양평군,57,30,121230,2022-03-11T11:00:00.000Z
경기,여주시,67,40,112150,2022-03-11T11:00:00.000Z
경기,연천군,null,40,42721,2022-03-11T11:00:00.000Z
경기,오산시,101,42,229983,2022-03-11T11:00:00.000Z
경기,용인시,85,46,1077508,2022-03-11T11:00:00.000Z
경기,의왕시,96,47,163356,2022-03-11T11:00:00.000Z
경기,의정부시,90,62,463661,2022-03-11T11:00:00.000Z
경기,이천시,74,41,223177,2022-03-11T11:00:00.000Z
경기,파주시,103,75,483245,2022-03-11T11:00:00.000Z
경기,평택시,103,55,564288,2022-03-11T11:00:00.000Z
경기,포천시,98,58,148939,2022-03-11T11:00:00.000Z
경기,하남시,63,30,320087,2022-03-11T11:00:00.000Z
경기,화성시,92,49,887015,2022-03-11T11:00:00.000Z
경기,가평군,69,33,62264,2022-03-11T21:00:00.000Z
경기,고양시,84,44,1079353,2022-03-11T21:00:00.000Z
경기,과천시,78,47,73345,2022-03-11T21:00:00.000Z
경기,광명시,104,52,292893,2022-03-11T21:00:00.000Z
경기,광주시,101,56,387289,2022-03-11T21:00:00.000Z
경기,구리시,77,36,191948,2022-03-11T21:00:00.000Z
경기,군포시,97,52,268535,2022-03-11T21:00:00.000Z
경기,김포시,89,53,486508,2022-03-11T21:00:00.000Z
경기,남양주시,69,26,733798,2022-03-11T21:00:00.000Z
경기,동두천시,69,31,93592,2022-03-11T21:00:00.000Z
경기,부천시,79,40,806067,2022-03-11T21:00:00.000Z
경기,성남시,94,48,930948,2022-03-11T21:00:00.000Z
경기,수원시,92,48,1183714,2022-03-11T21:00:00.000Z
경기,시흥시,102,57,512030,2022-03-11T21:00:00.000Z
경기,안산시,90,51,652726,2022-03-11T21:00:00.000Z
경기,안성시,95,53,189534,2022-03-11T21:00:00.000Z
경기,안양시,95,56,547178,2022-03-11T21:00:00.000Z
경기,양주시,74,35,236368,2022-03-11T21:00:00.000Z
경기,양평군,86,46,121230,2022-03-11T21:00:00.000Z
경기,여주시,97,57,112150,2022-03-11T21:00:00.000Z
경기,연천군,null,28,42721,2022-03-11T21:00:00.000Z
경기,오산시,83,53,229983,2022-03-11T21:00:00.000Z
경기,용인시,94,50,1077508,2022-03-11T21:00:00.000Z
경기,의왕시,87,40,163356,2022-03-11T21:00:00.000Z
경기,의정부시,66,30,463661,2022-03-11T21:00:00.000Z
경기,이천시,90,48,223177,2022-03-11T21:00:00.000Z
경기,파주시,82,39,483245,2022-03-11T21:00:00.000Z
경기,평택시,110,64,564288,2022-03-11T21:00:00.000Z
경기,포천시,61,30,148939,2022-03-11T21:00:00.000Z
경기,하남시,88,39,320087,2022-03-11T21:00:00.000Z
경기,화성시,87,50,887015,2022-03-11T21:00:00.000Z
경기,가평군,72,19,62264,2022-03-16T15:00:00.000Z
경기,고양시,109,26,1079353,2022-03-16T15:00:00.000Z
경기,과천시,103,49,73345,2022-03-16T15:00:00.000Z
경기,광명시,97,40,292893,2022-03-16T15:00:00.000Z
경기,광주시,101,28,387289,2022-03-16T15:00:00.000Z
경기,구리시,92,39,191948,2022-03-16T15:00:00.000Z
경기,군포시,121,45,268535,2022-03-16T15:00:00.000Z
경기,김포시,100,30,486508,2022-03-16T15:00:00.000Z
경기,남양주시,83,28,733798,2022-03-16T15:00:00.000Z
경기,동두천시,74,15,93592,2022-03-16T15:00:00.000Z
경기,부천시,89,37,806067,2022-03-16T15:00:00.000Z
경기,성남시,107,38,930948,2022-03-16T15:00:00.000Z
경기,수원시,85,37,1183714,2022-03-16T15:00:00.000Z
경기,시흥시,91,47,512030,2022-03-16T15:00:00.000Z
경기,안산시,82,56,652726,2022-03-16T15:00:00.000Z
경기,안성시,102,43,189534,2022-03-16T15:00:00.000Z
경기,안양시,128,53,547178,2022-03-16T15:00:00.000Z
경기,양주시,78,22,236368,2022-03-16T15:00:00.000Z
경기,양평군,97,42,121230,2022-03-16T15:00:00.000Z
경기,여주시,89,46,112150,2022-03-16T15:00:00.000Z
경기,연천군,null,19,42721,2022-03-16T15:00:00.000Z
경기,오산시,null,null,229983,2022-03-16T15:00:00.000Z
경기,용인시,93,43,1077508,2022-03-16T15:00:00.000Z
경기,의왕시,82,44,163356,2022-03-16T15:00:00.000Z
경기,의정부시,77,21,463661,2022-03-16T15:00:00.000Z
경기,이천시,104,41,223177,2022-03-16T15:00:00.000Z
경기,파주시,61,28,483245,2022-03-16T15:00:00.000Z
경기,평택시,87,42,564288,2022-03-16T15:00:00.000Z
경기,포천시,72,25,148939,2022-03-16T15:00:00.000Z
경기,하남시,91,33,320087,2022-03-16T15:00:00.000Z
경기,화성시,80,43,887015,2022-03-16T15:00:00.000Z
경기,가평군,62,29,62264,2022-03-11T18:00:00.000Z
경기,고양시,74,32,1079353,2022-03-11T18:00:00.000Z
경기,과천시,85,42,73345,2022-03-11T18:00:00.000Z
경기,광명시,93,45,292893,2022-03-11T18:00:00.000Z
경기,광주시,77,32,387289,2022-03-11T18:00:00.000Z
경기,구리시,60,22,191948,2022-03-11T18:00:00.000Z
경기,군포시,78,31,268535,2022-03-11T18:00:00.000Z
경기,김포시,76,40,486508,2022-03-11T18:00:00.000Z
경기,남양주시,64,22,733798,2022-03-11T18:00:00.000Z
경기,동두천시,57,20,93592,2022-03-11T18:00:00.000Z
경기,부천시,88,48,806067,2022-03-11T18:00:00.000Z
경기,성남시,83,35,930948,2022-03-11T18:00:00.000Z
경기,수원시,85,39,1183714,2022-03-11T18:00:00.000Z
경기,시흥시,82,42,512030,2022-03-11T18:00:00.000Z
경기,안산시,73,34,652726,2022-03-11T18:00:00.000Z
경기,안성시,70,33,189534,2022-03-11T18:00:00.000Z
경기,안양시,82,40,547178,2022-03-11T18:00:00.000Z
경기,양주시,60,23,236368,2022-03-11T18:00:00.000Z
경기,양평군,58,26,121230,2022-03-11T18:00:00.000Z
경기,여주시,78,37,112150,2022-03-11T18:00:00.000Z
경기,연천군,null,22,42721,2022-03-11T18:00:00.000Z
경기,오산시,80,38,229983,2022-03-11T18:00:00.000Z
경기,용인시,77,37,1077508,2022-03-11T18:00:00.000Z
경기,의왕시,83,35,163356,2022-03-11T18:00:00.000Z
경기,의정부시,60,25,463661,2022-03-11T18:00:00.000Z
경기,이천시,67,29,223177,2022-03-11T18:00:00.000Z
경기,파주시,69,23,483245,2022-03-11T18:00:00.000Z
경기,평택시,81,36,564288,2022-03-11T18:00:00.000Z
경기,포천시,52,25,148939,2022-03-11T18:00:00.000Z
경기,하남시,67,25,320087,2022-03-11T18:00:00.000Z
경기,화성시,76,40,887015,2022-03-11T18:00:00.000Z
경기,가평군,58,35,62264,2022-03-11T10:00:00.000Z
경기,고양시,92,49,1079353,2022-03-11T10:00:00.000Z
경기,과천시,81,46,73345,2022-03-11T10:00:00.000Z
경기,광명시,92,53,292893,2022-03-11T10:00:00.000Z
경기,광주시,83,43,387289,2022-03-11T10:00:00.000Z
경기,구리시,90,47,191948,2022-03-11T10:00:00.000Z
경기,군포시,100,48,268535,2022-03-11T10:00:00.000Z
경기,김포시,97,64,486508,2022-03-11T10:00:00.000Z
경기,남양주시,86,46,733798,2022-03-11T10:00:00.000Z
경기,동두천시,95,43,93592,2022-03-11T10:00:00.000Z
경기,부천시,118,73,806067,2022-03-11T10:00:00.000Z
경기,성남시,72,43,930948,2022-03-11T10:00:00.000Z
경기,수원시,73,44,1183714,2022-03-11T10:00:00.000Z
경기,시흥시,118,54,512030,2022-03-11T10:00:00.000Z
경기,안산시,93,51,652726,2022-03-11T10:00:00.000Z
경기,안성시,84,53,189534,2022-03-11T10:00:00.000Z
경기,안양시,91,44,547178,2022-03-11T10:00:00.000Z
경기,양주시,138,80,236368,2022-03-11T10:00:00.000Z
경기,양평군,57,32,121230,2022-03-11T10:00:00.000Z
경기,여주시,73,45,112150,2022-03-11T10:00:00.000Z
경기,연천군,null,38,42721,2022-03-11T10:00:00.000Z
경기,오산시,87,42,229983,2022-03-11T10:00:00.000Z
경기,용인시,76,44,1077508,2022-03-11T10:00:00.000Z
경기,의왕시,86,44,163356,2022-03-11T10:00:00.000Z
경기,의정부시,90,58,463661,2022-03-11T10:00:00.000Z
경기,이천시,78,45,223177,2022-03-11T10:00:00.000Z
경기,파주시,96,67,483245,2022-03-11T10:00:00.000Z
경기,평택시,111,53,564288,2022-03-11T10:00:00.000Z
경기,포천시,110,72,148939,2022-03-11T10:00:00.000Z
경기,하남시,61,29,320087,2022-03-11T10:00:00.000Z
경기,화성시,91,49,887015,2022-03-11T10:00:00.000Z
경기,가평군,58,36,62264,2022-03-11T12:00:00.000Z
경기,고양시,65,35,1079353,2022-03-11T12:00:00.000Z
경기,과천시,null,null,73345,2022-03-11T12:00:00.000Z
경기,광명시,99,53,292893,2022-03-11T12:00:00.000Z
경기,광주시,81,45,387289,2022-03-11T12:00:00.000Z
경기,구리시,79,42,191948,2022-03-11T12:00:00.000Z
경기,군포시,97,45,268535,2022-03-11T12:00:00.000Z
경기,김포시,82,50,486508,2022-03-11T12:00:00.000Z
경기,남양주시,75,46,733798,2022-03-11T12:00:00.000Z
경기,동두천시,75,26,93592,2022-03-11T12:00:00.000Z
경기,부천시,122,64,806067,2022-03-11T12:00:00.000Z
경기,성남시,78,47,930948,2022-03-11T12:00:00.000Z
경기,수원시,78,39,1183714,2022-03-11T12:00:00.000Z
경기,시흥시,110,58,512030,2022-03-11T12:00:00.000Z
경기,안산시,85,44,652726,2022-03-11T12:00:00.000Z
경기,안성시,91,57,189534,2022-03-11T12:00:00.000Z
경기,안양시,93,54,547178,2022-03-11T12:00:00.000Z
경기,양주시,67,38,236368,2022-03-11T12:00:00.000Z
경기,양평군,56,35,121230,2022-03-11T12:00:00.000Z
경기,여주시,65,37,112150,2022-03-11T12:00:00.000Z
경기,연천군,null,31,42721,2022-03-11T12:00:00.000Z
경기,오산시,99,41,229983,2022-03-11T12:00:00.000Z
경기,용인시,87,48,1077508,2022-03-11T12:00:00.000Z
경기,의왕시,107,50,163356,2022-03-11T12:00:00.000Z
경기,의정부시,69,49,463661,2022-03-11T12:00:00.000Z
경기,이천시,72,41,223177,2022-03-11T12:00:00.000Z
경기,파주시,101,67,483245,2022-03-11T12:00:00.000Z
경기,평택시,111,60,564288,2022-03-11T12:00:00.000Z
경기,포천시,77,43,148939,2022-03-11T12:00:00.000Z
경기,하남시,62,30,320087,2022-03-11T12:00:00.000Z
경기,화성시,93,49,887015,2022-03-11T12:00:00.000Z
경기,가평군,64,29,62264,2022-03-11T19:00:00.000Z
경기,고양시,77,41,1079353,2022-03-11T19:00:00.000Z
경기,과천시,81,42,73345,2022-03-11T19:00:00.000Z
경기,광명시,100,45,292893,2022-03-11T19:00:00.000Z
경기,광주시,82,39,387289,2022-03-11T19:00:00.000Z
경기,구리시,60,22,191948,2022-03-11T19:00:00.000Z
경기,군포시,82,38,268535,2022-03-11T19:00:00.000Z
경기,김포시,84,46,486508,2022-03-11T19:00:00.000Z
경기,남양주시,63,23,733798,2022-03-11T19:00:00.000Z
경기,동두천시,75,24,93592,2022-03-11T19:00:00.000Z
경기,부천시,91,48,806067,2022-03-11T19:00:00.000Z
경기,성남시,94,42,930948,2022-03-11T19:00:00.000Z
경기,수원시,83,38,1183714,2022-03-11T19:00:00.000Z
경기,시흥시,87,44,512030,2022-03-11T19:00:00.000Z
경기,안산시,77,35,652726,2022-03-11T19:00:00.000Z
경기,안성시,79,39,189534,2022-03-11T19:00:00.000Z
경기,안양시,83,41,547178,2022-03-11T19:00:00.000Z
경기,양주시,58,19,236368,2022-03-11T19:00:00.000Z
경기,양평군,70,30,121230,2022-03-11T19:00:00.000Z
경기,여주시,85,39,112150,2022-03-11T19:00:00.000Z
경기,연천군,null,28,42721,2022-03-11T19:00:00.000Z
경기,오산시,81,45,229983,2022-03-11T19:00:00.000Z
경기,용인시,85,41,1077508,2022-03-11T19:00:00.000Z
경기,의왕시,83,35,163356,2022-03-11T19:00:00.000Z
경기,의정부시,65,26,463661,2022-03-11T19:00:00.000Z
경기,이천시,78,34,223177,2022-03-11T19:00:00.000Z
경기,파주시,73,25,483245,2022-03-11T19:00:00.000Z
경기,평택시,82,36,564288,2022-03-11T19:00:00.000Z
경기,포천시,58,28,148939,2022-03-11T19:00:00.000Z
경기,하남시,67,24,320087,2022-03-11T19:00:00.000Z
경기,화성시,81,44,887015,2022-03-11T19:00:00.000Z
경기,가평군,67,31,62264,2022-03-11T20:00:00.000Z
경기,고양시,82,42,1079353,2022-03-11T20:00:00.000Z
경기,과천시,78,44,73345,2022-03-11T20:00:00.000Z
경기,광명시,106,48,292893,2022-03-11T20:00:00.000Z
경기,광주시,95,46,387289,2022-03-11T20:00:00.000Z
경기,구리시,68,31,191948,2022-03-11T20:00:00.000Z
경기,군포시,79,39,268535,2022-03-11T20:00:00.000Z
경기,김포시,82,48,486508,2022-03-11T20:00:00.000Z
경기,남양주시,65,26,733798,2022-03-11T20:00:00.000Z
경기,동두천시,73,30,93592,2022-03-11T20:00:00.000Z
경기,부천시,86,46,806067,2022-03-11T20:00:00.000Z
경기,성남시,95,47,930948,2022-03-11T20:00:00.000Z
경기,수원시,85,40,1183714,2022-03-11T20:00:00.000Z
경기,시흥시,93,52,512030,2022-03-11T20:00:00.000Z
경기,안산시,82,42,652726,2022-03-11T20:00:00.000Z
경기,안성시,86,46,189534,2022-03-11T20:00:00.000Z
경기,안양시,88,46,547178,2022-03-11T20:00:00.000Z
경기,양주시,55,25,236368,2022-03-11T20:00:00.000Z
경기,양평군,81,38,121230,2022-03-11T20:00:00.000Z
경기,여주시,100,57,112150,2022-03-11T20:00:00.000Z
경기,연천군,null,26,42721,2022-03-11T20:00:00.000Z
경기,오산시,86,43,229983,2022-03-11T20:00:00.000Z
경기,용인시,91,45,1077508,2022-03-11T20:00:00.000Z
경기,의왕시,80,36,163356,2022-03-11T20:00:00.000Z
경기,의정부시,60,27,463661,2022-03-11T20:00:00.000Z
경기,이천시,82,41,223177,2022-03-11T20:00:00.000Z
경기,파주시,79,33,483245,2022-03-11T20:00:00.000Z
경기,평택시,96,58,564288,2022-03-11T20:00:00.000Z
경기,포천시,61,29,148939,2022-03-11T20:00:00.000Z
경기,하남시,75,28,320087,2022-03-11T20:00:00.000Z
경기,화성시,80,45,887015,2022-03-11T20:00:00.000Z
경기,가평군,35,29,62264,2022-03-10T21:00:00.000Z
경기,고양시,70,32,1079353,2022-03-10T21:00:00.000Z
경기,과천시,40,16,73345,2022-03-10T21:00:00.000Z
경기,광명시,64,28,292893,2022-03-10T21:00:00.000Z
경기,광주시,41,17,387289,2022-03-10T21:00:00.000Z
경기,구리시,67,37,191948,2022-03-10T21:00:00.000Z
경기,군포시,63,34,268535,2022-03-10T21:00:00.000Z
경기,김포시,65,34,486508,2022-03-10T21:00:00.000Z
경기,남양주시,54,25,733798,2022-03-10T21:00:00.000Z
경기,동두천시,68,35,93592,2022-03-10T21:00:00.000Z
경기,부천시,67,28,806067,2022-03-10T21:00:00.000Z
경기,성남시,41,20,930948,2022-03-10T21:00:00.000Z
경기,수원시,54,30,1183714,2022-03-10T21:00:00.000Z
경기,시흥시,79,37,512030,2022-03-10T21:00:00.000Z
경기,안산시,68,37,652726,2022-03-10T21:00:00.000Z
경기,안성시,49,27,189534,2022-03-10T21:00:00.000Z
경기,안양시,53,35,547178,2022-03-10T21:00:00.000Z
경기,양주시,64,30,236368,2022-03-10T21:00:00.000Z
경기,양평군,48,21,121230,2022-03-10T21:00:00.000Z
경기,여주시,70,41,112150,2022-03-10T21:00:00.000Z
경기,연천군,null,35,42721,2022-03-10T21:00:00.000Z
경기,오산시,53,31,229983,2022-03-10T21:00:00.000Z
경기,용인시,50,22,1077508,2022-03-10T21:00:00.000Z
경기,의왕시,49,21,163356,2022-03-10T21:00:00.000Z
경기,의정부시,66,34,463661,2022-03-10T21:00:00.000Z
경기,이천시,45,21,223177,2022-03-10T21:00:00.000Z
경기,파주시,65,27,483245,2022-03-10T21:00:00.000Z
경기,평택시,75,43,564288,2022-03-10T21:00:00.000Z
경기,포천시,55,35,148939,2022-03-10T21:00:00.000Z
경기,하남시,59,23,320087,2022-03-10T21:00:00.000Z
경기,화성시,64,37,887015,2022-03-10T21:00:00.000Z
경기,가평군,66,43,62264,2022-03-09T20:00:00.000Z
경기,고양시,67,44,1079353,2022-03-09T20:00:00.000Z
경기,과천시,76,46,73345,2022-03-09T20:00:00.000Z
경기,광명시,96,60,292893,2022-03-09T20:00:00.000Z
경기,광주시,92,53,387289,2022-03-09T20:00:00.000Z
경기,구리시,78,45,191948,2022-03-09T20:00:00.000Z
경기,군포시,77,44,268535,2022-03-09T20:00:00.000Z
경기,김포시,72,54,486508,2022-03-09T20:00:00.000Z
경기,남양주시,80,43,733798,2022-03-09T20:00:00.000Z
경기,동두천시,72,38,93592,2022-03-09T20:00:00.000Z
경기,부천시,86,59,806067,2022-03-09T20:00:00.000Z
경기,성남시,88,47,930948,2022-03-09T20:00:00.000Z
경기,수원시,83,46,1183714,2022-03-09T20:00:00.000Z
경기,시흥시,84,55,512030,2022-03-09T20:00:00.000Z
경기,안산시,74,43,652726,2022-03-09T20:00:00.000Z
경기,안성시,93,62,189534,2022-03-09T20:00:00.000Z
경기,안양시,84,51,547178,2022-03-09T20:00:00.000Z
경기,양주시,68,45,236368,2022-03-09T20:00:00.000Z
경기,양평군,99,60,121230,2022-03-09T20:00:00.000Z
경기,여주시,97,61,112150,2022-03-09T20:00:00.000Z
경기,연천군,null,58,42721,2022-03-09T20:00:00.000Z
경기,오산시,62,53,229983,2022-03-09T20:00:00.000Z
경기,용인시,86,49,1077508,2022-03-09T20:00:00.000Z
경기,의왕시,71,38,163356,2022-03-09T20:00:00.000Z
경기,의정부시,69,44,463661,2022-03-09T20:00:00.000Z
경기,이천시,95,56,223177,2022-03-09T20:00:00.000Z
경기,파주시,66,40,483245,2022-03-09T20:00:00.000Z
경기,평택시,78,50,564288,2022-03-09T20:00:00.000Z
경기,포천시,61,41,148939,2022-03-09T20:00:00.000Z
경기,하남시,92,46,320087,2022-03-09T20:00:00.000Z
경기,화성시,74,48,887015,2022-03-09T20:00:00.000Z
경기,가평군,94,61,62264,2022-03-10T11:00:00.000Z
경기,고양시,86,52,1079353,2022-03-10T11:00:00.000Z
경기,과천시,87,65,73345,2022-03-10T11:00:00.000Z
경기,광명시,101,66,292893,2022-03-10T11:00:00.000Z
경기,광주시,123,92,387289,2022-03-10T11:00:00.000Z
경기,구리시,102,60,191948,2022-03-10T11:00:00.000Z
경기,군포시,74,42,268535,2022-03-10T11:00:00.000Z
경기,김포시,108,78,486508,2022-03-10T11:00:00.000Z
경기,남양주시,96,64,733798,2022-03-10T11:00:00.000Z
경기,동두천시,155,79,93592,2022-03-10T11:00:00.000Z
경기,부천시,86,52,806067,2022-03-10T11:00:00.000Z
경기,성남시,87,67,930948,2022-03-10T11:00:00.000Z
경기,수원시,87,51,1183714,2022-03-10T11:00:00.000Z
경기,시흥시,88,52,512030,2022-03-10T11:00:00.000Z
경기,안산시,87,57,652726,2022-03-10T11:00:00.000Z
경기,안성시,125,88,189534,2022-03-10T11:00:00.000Z
경기,안양시,79,47,547178,2022-03-10T11:00:00.000Z
경기,양주시,92,56,236368,2022-03-10T11:00:00.000Z
경기,양평군,104,76,121230,2022-03-10T11:00:00.000Z
경기,여주시,104,75,112150,2022-03-10T11:00:00.000Z
경기,연천군,null,56,42721,2022-03-10T11:00:00.000Z
경기,오산시,104,50,229983,2022-03-10T11:00:00.000Z
경기,용인시,109,75,1077508,2022-03-10T11:00:00.000Z
경기,의왕시,70,58,163356,2022-03-10T11:00:00.000Z
경기,의정부시,90,63,463661,2022-03-10T11:00:00.000Z
경기,이천시,104,67,223177,2022-03-10T11:00:00.000Z
경기,파주시,87,74,483245,2022-03-10T11:00:00.000Z
경기,평택시,116,70,564288,2022-03-10T11:00:00.000Z
경기,포천시,93,57,148939,2022-03-10T11:00:00.000Z
경기,하남시,97,50,320087,2022-03-10T11:00:00.000Z
경기,화성시,95,59,887015,2022-03-10T11:00:00.000Z
경기,가평군,61,29,62264,2022-03-09T16:00:00.000Z
경기,고양시,69,35,1079353,2022-03-09T16:00:00.000Z
경기,과천시,66,44,73345,2022-03-09T16:00:00.000Z
경기,광명시,104,56,292893,2022-03-09T16:00:00.000Z
경기,광주시,73,42,387289,2022-03-09T16:00:00.000Z
경기,구리시,61,29,191948,2022-03-09T16:00:00.000Z
경기,군포시,89,49,268535,2022-03-09T16:00:00.000Z
경기,김포시,76,43,486508,2022-03-09T16:00:00.000Z
경기,남양주시,65,33,733798,2022-03-09T16:00:00.000Z
경기,동두천시,64,36,93592,2022-03-09T16:00:00.000Z
경기,부천시,97,56,806067,2022-03-09T16:00:00.000Z
경기,성남시,83,37,930948,2022-03-09T16:00:00.000Z
경기,수원시,80,41,1183714,2022-03-09T16:00:00.000Z
경기,시흥시,85,48,512030,2022-03-09T16:00:00.000Z
경기,안산시,75,43,652726,2022-03-09T16:00:00.000Z
경기,안성시,78,46,189534,2022-03-09T16:00:00.000Z
경기,안양시,88,53,547178,2022-03-09T16:00:00.000Z
경기,양주시,63,42,236368,2022-03-09T16:00:00.000Z
경기,양평군,77,49,121230,2022-03-09T16:00:00.000Z
경기,여주시,72,38,112150,2022-03-09T16:00:00.000Z
경기,연천군,null,43,42721,2022-03-09T16:00:00.000Z
경기,오산시,88,48,229983,2022-03-09T16:00:00.000Z
경기,용인시,81,49,1077508,2022-03-09T16:00:00.000Z
경기,의왕시,89,47,163356,2022-03-09T16:00:00.000Z
경기,의정부시,67,44,463661,2022-03-09T16:00:00.000Z
경기,이천시,67,39,223177,2022-03-09T16:00:00.000Z
경기,파주시,67,40,483245,2022-03-09T16:00:00.000Z
경기,평택시,80,44,564288,2022-03-09T16:00:00.000Z
경기,포천시,58,33,148939,2022-03-09T16:00:00.000Z
경기,하남시,69,27,320087,2022-03-09T16:00:00.000Z
경기,화성시,86,48,887015,2022-03-09T16:00:00.000Z
경기,가평군,69,35,62264,2022-03-11T22:00:00.000Z
경기,고양시,80,45,1079353,2022-03-11T22:00:00.000Z
경기,과천시,95,50,73345,2022-03-11T22:00:00.000Z
경기,광명시,101,55,292893,2022-03-11T22:00:00.000Z
경기,광주시,106,61,387289,2022-03-11T22:00:00.000Z
경기,구리시,68,34,191948,2022-03-11T22:00:00.000Z
경기,군포시,102,56,268535,2022-03-11T22:00:00.000Z
경기,김포시,90,60,486508,2022-03-11T22:00:00.000Z
경기,남양주시,70,27,733798,2022-03-11T22:00:00.000Z
경기,동두천시,57,32,93592,2022-03-11T22:00:00.000Z
경기,부천시,86,47,806067,2022-03-11T22:00:00.000Z
경기,성남시,102,51,930948,2022-03-11T22:00:00.000Z
경기,수원시,99,56,1183714,2022-03-11T22:00:00.000Z
